FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1239,0,0,0,0,0,0,0,0.0,23,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,551,0,75,0,0,0,59,0,0,0,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5200000,1,73,4.6,8.846153846153851e-07,1.4038461538461499e-05,0,407743,2,13,0,0,0,1,0,14.0,10331,-3,0,73,3,0.5,0,2.8,12,0,6,0,2,5.0,448328,0,477,0,1,1305,8183,0,0,384,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,5.4,0.0,6.5,5.8,5.2,6.4,5.5,4.5,5.6,4.1,5.4,6.1,4.9,5.8
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,642,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,521,0,0,0,0,0,4,0,0,0,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,3.3,6e-07,5.45454545454545e-06,0,108059,1,12,0,0,0,3,0,5.5,747,-5,0,30,5,0.0,1,0.0,4,0,0,0,0,0.8,46432,0,360,0,0,475,28,0,0,93,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick,Bolasie,MID,EVE,5700000,0,45,0.625,1.0964912280701802e-07,7.89473684210526e-06,0,417107,3,14,0,0,0,1,0,7.9,1071,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.8,292564,0,469,0,0,1048,88,0,0,172,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3
Wilfried,Bony,FWD,STK,6900000,0,29,0.402777777777778,5.83735909822866e-08,4.20289855072464e-06,0,129983,1,12,0,0,0,2,0,4.2,281,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,113036,0,249,0,1,684,115,0,0,92,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabio,Borini,FWD,SUN,5100000,0,22,2.2,4.313725490196079e-07,4.31372549019608e-06,0,81213,2,15,0,0,0,1,0,4.3,1708,-4,0,22,4,0.3,0,1.3,1,0,3,0,0,0.6,24919,0,280,0,0,767,519,0,0,94,Southampton,Everton,Man City,Middlesbrough,Burnley,2.4,1.2,2.2,1.4,2.7,1.4,1.6,1.7,2.2,1.4,2.3,1.8,2.5,1.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3012,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,107,0,123,0,0,0,3,0,0,0,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4600000,0,64,2.9,6.30434782608696e-07,1.39130434782609e-05,0,222713,2,44,0,63,0,0,0,13.9,11421,1,0,64,-1,0.2,0,0.8,2,0,5,0,0,5.9,237984,0,281,1,2,1980,264,0,0,383,Man City,West Brom,Man Utd,West Ham,Swansea,3.1,2.5,1.9,3.9,3.1,2.7,2.9,3.2,2.0,3.2,1.9,3.5,3.6,1.7
Sofiane,Boufal,MID,SOU,6700000,2,27,0.375,5.5970149253731296e-08,4.02985074626866e-06,0,12361,3,14,0,0,0,1,0,4.0,227,-3,0,27,3,0.1,0,0.8,1,0,3,0,0,0.1,12792,0,0,0,0,721,41,0,0,113,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0694444444444444,1.54320987654321e-08,1.11111111111111e-06,0,4742,0,1,0,0,0,0,0,1.1,118,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5421,0,0,0,0,65,82,0,0,15,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,2,54,2.3,4.509803921568629e-07,1.0588235294117599e-05,0,11046,2,29,0,0,0,1,0,10.6,401,-4,0,54,4,0.6,0,3.3,0,0,5,0,1,0.1,6062,0,0,0,0,1792,289,0,0,248,Chelsea,Hull City,Swansea,Liverpool,Sunderland,1.8,1.3,1.2,1.2,1.4,2.0,2.2,1.2,1.2,2.0,1.2,2.1,1.2,1.7
Robbie,Brady,MID,BUR,5500000,1,1,0.0138888888888889,2.5252525252525305e-09,1.81818181818182e-07,0,263,0,0,0,0,0,0,0,0.2,200,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.1,2979,0,0,0,0,36,632,0,0,3,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3215,0,0,0,0,0,0,0,0.0,117,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2632,0,27,0,0,0,51,0,0,0,Tottenham,Leicester,Arsenal,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5100000,0,59,3.1,6.078431372549021e-07,1.15686274509804e-05,0,109227,0,25,0,31,0,0,0,11.6,3876,-4,0,59,4,0.1,0,0.3,3,0,4,0,0,1.4,119934,0,0,1,1,1710,471,0,0,309,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,3.1,0.0,2.3,3.7,4.2,3.6,2.7,3.8,3.2,3.9,2.8,3.4,3.1,2.5
Miguel,Britos,DEF,WAT,4300000,0,42,2.2,5.11627906976744e-07,9.76744186046512e-06,0,32514,6,27,0,0,0,0,0,9.8,2528,-2,0,42,2,0.8,0,3.3,4,0,4,0,1,0.6,52174,0,205,0,1,1703,623,0,1,271,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.0,2.6,2.7,1.5,2.1,1.9,2.5,1.4,2.0,1.7,2.7,1.1,1.3,2.0
Leon,Britton,MID,SWA,4400000,0,20,0.277777777777778,6.313131313131309e-08,4.54545454545455e-06,0,3777,2,22,0,0,0,0,0,4.5,67,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1787,0,166,0,0,802,17,0,0,133,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,79,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,100,0,0,0,0,0,0,0,0,0,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,86223,0,0,0,0,0,0,0,0.0,6805,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.8,134871,0,22,0,0,0,591,0,0,0,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,6653,0,0,0,0,0,0,0,0.0,162,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4535,0,0,0,0,0,46,0,0,0,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5100000,9,73,1.01388888888889,1.9880174291939002e-07,1.43137254901961e-05,0,49736,3,18,0,0,0,3,0,14.3,3906,1,0,73,-1,1.2,0,6.0,10,0,3,0,3,4.2,216627,0,230,0,2,1362,27902,0,0,298,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.6,0.8,0.6,0.5,0.8,0.5,0.5,0.9,0.9,0.5,0.5,0.5,0.6,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2589,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2435,0,0,0,0,0,13,0,0,0,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4600000,0,0,0.0,0.0,0.0,0,144631,0,0,0,0,0,0,0,0.0,673,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.9,3594,0,341,0,0,0,53,0,0,0,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,0,9,0.125,2.97619047619048e-08,2.1428571428571398e-06,0,31325,3,11,0,0,0,0,0,2.1,315,-3,0,9,3,0.1,0,0.5,0,0,1,0,0,0.3,13242,0,39,0,0,489,171,0,0,78,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,2,14,0.19444444444444395,4.1371158392435e-08,2.97872340425532e-06,0,27421,0,4,0,7,0,0,0,3.0,384,-3,0,14,3,0.4,0,2.0,0,0,1,0,0,0.4,24127,0,45,0,0,450,1629,0,0,73,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5600000,1,45,0.625,1.11607142857143e-07,8.03571428571429e-06,0,134362,5,35,0,0,0,2,0,8.0,3500,-4,0,45,4,0.4,1,2.3,4,0,2,0,0,1.1,27202,0,397,0,1,1422,116,0,0,248,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gary,Cahill,DEF,CHE,6500000,2,121,5.0,7.69230769230769e-07,1.8615384615384602e-05,0,201619,2,17,0,0,0,3,0,18.6,9844,5,0,121,-5,1.0,0,6.3,12,0,13,0,0,14.3,508894,1,283,0,2,2153,27542,0,0,515,Burnley,Swansea,West Ham,Watford,Stoke,4.2,6.5,6.2,6.5,6.1,6.7,6.4,5.9,4.8,7.5,5.0,6.6,5.8,6.4
Jonathan,Calleri,FWD,WHU,6600000,1,12,0.166666666666667,2.5252525252525296e-08,1.81818181818182e-06,0,2997,0,2,0,0,0,1,0,1.8,63,-4,0,12,4,0.2,0,1.5,0,0,0,0,0,0.0,2787,0,0,0,0,160,49,0,0,29,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6100000,0,63,3.1,5.08196721311475e-07,1.0327868852459e-05,0,410713,0,25,0,0,0,6,0,10.3,14596,-4,1,63,4,0.2,0,1.0,2,0,6,0,1,1.5,353974,0,165,0,0,1361,77,-1,0,170,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,0.0,0.0,0.0,2.6,2.7,2.8,2.0,3.4,2.8,3.5,4.3,2.8
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,4,0.0555555555555556,1.23456790123457e-08,8.888888888888891e-07,0,1678,0,1,0,0,0,0,0,0.9,79,0,0,4,0,0.0,0,0.0,0,0,0,0,0,0.0,1913,0,0,0,0,58,28,0,0,5,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4200000,0,20,0.277777777777778,6.61375661375661e-08,4.76190476190476e-06,0,23163,0,11,0,0,0,0,0,4.8,165,-3,0,20,3,0.0,0,0.0,2,0,2,0,0,0.2,14575,0,293,0,0,630,32,0,0,126,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.166666666666667,3.78787878787879e-08,2.7272727272727298e-06,0,67165,0,3,0,0,0,1,0,2.7,3008,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.1,77728,0,12,0,0,120,2290,0,0,47,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5013,0,0,0,0,0,0,0,0.0,30,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,438,0,175,0,0,0,21,0,0,0,Hull City,Liverpool,Leicester,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,2,54,0.75,1.5957446808510598e-07,1.14893617021277e-05,0,159279,3,16,0,0,0,3,0,11.5,5863,-3,1,54,3,0.5,0,2.5,4,0,4,0,1,1.6,149218,0,399,0,0,1187,1956,-1,0,235,Tottenham,Leicester,Arsenal,Burnley,Man City,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4600000,1,94,3.9,8.478260869565219e-07,2.04347826086957e-05,0,1309998,3,39,0,0,0,5,0,20.4,46392,1,0,94,-1,0.6,0,2.8,14,0,4,0,2,28.0,2174074,0,347,0,3,2107,24155,0,0,391,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,3.5,3.3,4.4,2.5,3.6,5.4,4.2,2.2,4.1,4.1,3.2,3.7,3.1,3.5
Baily,Cargill,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,16,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,143,0,0,0,0,0,143,0,0,0,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4300000,0,22,0.305555555555556,7.10594315245478e-08,5.11627906976744e-06,0,99817,0,6,0,0,0,0,0,5.1,5512,-2,0,22,2,0.1,0,0.5,0,0,3,0,0,1.8,116975,0,275,0,0,823,1901,0,0,150,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6300000,5,47,3.9,6.19047619047619e-07,7.460317460317461e-06,0,385134,2,14,0,0,0,6,0,7.5,23876,-2,0,47,2,1.0,0,6.0,5,0,3,0,0,4.9,297111,0,381,0,1,799,33626,0,0,192,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.0,3.9,3.7,3.9,5.5,4.6,3.9,5.2,4.2,4.3,3.9,4.7,5.1,3.5
Tom,Carroll,MID,SWA,4200000,2,10,0.138888888888889,3.3068783068783096e-08,2.38095238095238e-06,0,13839,0,4,0,0,0,0,0,2.4,2167,-3,0,10,3,0.5,0,2.3,0,0,0,0,1,1.1,50397,0,93,0,0,255,12564,0,0,43,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1833,0,0,0,0,0,0,0,0.0,31,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,812,0,0,0,0,0,34,0,0,0,Liverpool,Stoke,Everton,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,1,9,0.125,2.9069767441860498e-08,2.09302325581395e-06,0,18539,3,13,0,0,0,0,0,2.1,84,-2,0,9,2,0.2,0,1.0,0,0,0,0,0,0.2,4080,0,335,0,0,681,77,0,0,74,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4200000,0,3,0.0416666666666667,9.920634920634921e-09,7.142857142857141e-07,0,6051,1,3,0,0,0,0,0,0.7,81,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,2190,0,246,0,0,175,120,0,0,17,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.527777777777778,7.539682539682539e-08,5.4285714285714306e-06,0,371389,2,5,0,0,0,2,0,5.4,485,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.5,329990,0,259,0,0,618,31,0,0,159,Hull City,Liverpool,Leicester,West Brom,Man City,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Petr,Cech,GLK,ARS,5400000,2,80,3.3,6.11111111111111e-07,1.4814814814814801e-05,0,431024,2,28,0,70,0,0,0,14.8,15490,-1,0,80,1,0.7,0,3.8,0,0,7,0,0,14.2,287900,1,409,0,0,2160,3133,0,0,415,Hull City,Liverpool,Leicester,West Brom,Man City,4.1,0.0,3.8,3.3,3.3,3.5,4.4,3.9,3.1,3.4,2.8,2.7,3.5,3.5
,Cedric,DEF,SOU,4800000,1,57,3.4,7.08333333333333e-07,1.1875e-05,0,136732,1,20,0,0,0,0,0,11.9,4504,-2,0,57,2,0.8,0,4.0,10,0,5,0,1,1.7,155451,0,320,0,1,1367,3697,0,0,331,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,2.4,0.0,2.6,3.1,2.6,4.7,4.2,3.1,3.9,2.8,4.5,3.6,2.9,4.4
Nacer,Chadli,MID,WBA,6000000,6,77,1.06944444444444,1.78240740740741e-07,1.28333333333333e-05,0,277438,1,17,0,0,0,4,0,12.8,2153,-5,0,77,5,0.6,0,3.8,8,0,5,0,4,1.3,299694,0,173,0,2,1237,4731,0,0,237,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.138888888888889,3.08641975308642e-08,2.22222222222222e-06,0,872,1,0,0,0,0,0,0,2.2,20,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,969,0,0,0,0,79,9,0,0,35,Burnley,Swansea,West Ham,Watford,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,2,57,0.791666666666667,1.36494252873563e-07,9.82758620689655e-06,0,150552,0,13,0,0,0,2,0,9.8,963,-2,0,57,2,0.3,0,1.5,2,0,2,0,4,1.2,116480,0,186,0,1,973,889,0,0,269,Hull City,Liverpool,Leicester,West Brom,Man City,0.5,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,2,59,3.3,7.5e-07,1.34090909090909e-05,0,207619,4,23,0,0,0,1,0,13.4,4901,-1,0,59,1,0.8,0,3.5,5,0,5,0,1,5.0,265569,0,70,0,0,1620,18532,0,0,368,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,3.6,3.8,3.4,3.5,2.8,3.3,3.2,4.2,4.3,3.3,3.5,2.9,4.5,3.7
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4566,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,149,0,85,0,0,0,12,0,0,0,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,8,0.111111111111111,2.5839793281653704e-08,1.86046511627907e-06,0,8065,0,5,0,0,0,0,0,1.9,251,-2,0,8,2,0.1,0,0.3,0,0,1,0,0,0.2,4002,0,0,0,0,270,73,0,0,46,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3201,0,0,0,0,0,0,0,0.0,90,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2900,0,2,0,0,0,41,0,0,0,Tottenham,Leicester,Arsenal,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7300000,2,80,3.6,4.93150684931507e-07,1.0958904109589e-05,0,799986,5,41,0,0,0,9,0,10.8,43970,-2,0,80,2,0.4,2,3.0,7,0,2,0,1,5.4,894009,0,315,0,1,1904,4462,0,0,227,Stoke,Middlesbrough,West Brom,Tottenham,Watford,3.8,3.7,3.5,3.9,3.9,2.9,3.9,3.6,4.6,4.0,4.8,4.1,4.7,3.7
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5062,0,0,0,0,0,0,0,0.0,239,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6705,0,0,0,0,0,8,0,0,0,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,24,0.33333333333333304,7.2463768115942e-08,5.21739130434783e-06,0,4259,3,13,0,0,0,0,0,5.2,73,-4,0,24,4,0.2,0,0.8,0,0,1,0,1,0.1,2324,0,183,0,0,844,29,0,0,113,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,2,42,2.0,4.65116279069767e-07,9.76744186046512e-06,0,45917,5,20,0,0,0,0,0,9.8,2386,-2,0,42,2,0.3,0,1.5,0,0,6,0,1,1.0,68850,0,0,0,0,1634,6139,0,0,262,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,1.5,1.3,1.1,2.1,1.4,1.2,1.5,2.2,1.0,1.0,1.1,1.0,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,2,25,0.347222222222222,6.8082788671024e-08,4.90196078431373e-06,0,9076,2,13,0,0,0,0,0,4.9,436,-4,0,25,4,0.6,0,3.0,0,0,0,0,2,0.2,4598,0,241,0,0,691,497,0,0,119,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gael,Clichy,DEF,MCI,5200000,3,46,3.3,6.346153846153849e-07,8.84615384615385e-06,0,54459,0,16,0,0,0,1,0,8.8,1045,-3,0,46,3,0.2,0,1.0,5,0,3,0,0,1.2,29227,0,166,0,1,1174,1196,0,0,274,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,3.4,0.0,2.6,4.0,4.5,3.9,3.0,4.1,3.6,4.2,3.1,3.8,3.4,2.8
Sam,Clucas,MID,HUL,4700000,3,47,2.0,4.25531914893617e-07,1e-05,0,4033,6,44,0,0,0,0,0,10.0,92,-3,0,47,3,0.5,0,2.3,0,0,3,0,1,0.1,2703,0,0,0,0,2049,339,0,0,310,Arsenal,Burnley,Leicester,Swansea,Everton,1.0,2.3,1.2,1.5,1.0,1.1,1.7,1.0,1.0,2.0,1.0,2.2,1.2,1.4
Nathaniel,Clyne,DEF,LIV,5800000,1,76,3.3,5.68965517241379e-07,1.31034482758621e-05,0,467491,0,29,0,0,0,0,0,13.1,17933,3,0,76,-3,0.2,0,1.0,9,0,6,0,2,9.1,402104,0,387,0,1,2070,1785,0,0,450,Tottenham,Leicester,Arsenal,Burnley,Man City,4.2,2.1,4.4,4.3,2.9,3.7,4.4,3.3,3.1,3.9,2.6,4.6,3.8,3.7
Seamus,Coleman,DEF,EVE,5800000,4,101,4.8,8.275862068965519e-07,1.74137931034483e-05,0,231098,3,25,0,0,0,4,0,17.4,8421,3,-1,101,-3,1.6,0,9.0,11,0,6,0,3,13.6,655302,0,327,0,3,1866,89549,1,0,415,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,5.0,6.1,4.6,7.1,7.0,5.6,4.4,6.0,7.0,5.8,6.4,5.4,6.2,5.8
James,Collins,DEF,WHU,4200000,1,31,0.430555555555556,1.0251322751322801e-07,7.380952380952381e-06,0,351811,1,16,0,0,0,1,0,7.4,3164,-3,0,31,3,0.5,0,2.0,3,0,2,0,0,3.8,341874,0,217,0,1,844,2802,0,0,181,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.0277777777777778,6.613756613756611e-09,4.76190476190476e-07,0,30323,0,3,0,0,0,0,0,0.5,818,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.7,21851,0,0,0,0,80,1143,0,0,10,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
