FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Gaetan,Bong,DEF,BHA,4400000,2,36,1.44,3.27272727272727e-07,8.18181818181818e-06,0,10597,1,16,0,0,0,0,0,8.2,268,-1,0,36,1,0.2,0,1.0,3,0,4,0,0,0.2,11065,0,0,0,1,1080,308,0,0,212,West Ham,Stoke,Swansea,Arsenal,Everton,1.4,0.8,0.9,1.4,0.7,0.7,1.0,1.3,1.4,1.0,0.8,1.1,0.7,21.6
Wilfried,Bony,FWD,SWA,5700000,1,32,1.28,2.2456140350877198e-07,5.6140350877193e-06,0,84825,2,8,0,0,0,2,0,5.6,1279,-3,0,32,3,0.2,0,1.0,3,0,2,0,1,0.2,87489,0,0,0,0,682,360,0,0,99,Leicester,Burnley,Brighton,West Ham,Huddersfield,0.6,0.7,0.6,0.9,0.6,0.9,0.6,0.6,0.9,0.6,0.6,0.7,1.0,38.9
Artur,Boruc,GLK,BOU,4100000,0,0,0.0,0.0,0.0,0,151661,0,0,0,0,0,0,0,0.0,901,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.3,6558,0,0,0,0,0,411,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,1,46,1.84,3.2280701754386e-07,8.07017543859649e-06,0,21016,1,22,0,0,0,2,0,8.1,553,-3,0,46,3,0.2,0,1.0,2,0,1,0,1,0.2,16532,0,0,0,0,1037,243,0,0,189,West Brom,Liverpool,Burnley,Stoke,Newcastle,1.1,1.0,1.1,1.3,1.2,1.2,1.1,0.9,1.0,1.0,1.3,1.3,0.9,91.7
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,178890,0,0,0,0,0,0,0,0.0,1916,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.7,77026,0,0,0,0,0,3521,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5300000,0,56,2.24,4.2264150943396203e-07,1.05660377358491e-05,0,210799,3,12,0,0,0,1,0,10.6,468,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.5,198895,0,0,0,1,1277,14,0,0,216,Man City,Swansea,Southampton,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,1.4,1.5,1.5,1.8,1.4,1.8,1.2,1.8,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.04,8.69565217391304e-09,2.1739130434782601e-07,0,38756,0,0,0,0,0,0,0,0.2,188,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.4,8198,0,0,0,0,44,78,0,0,4,Burnley,Leicester,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4300000,0,20,0.8,1.8604651162790698e-07,4.65116279069767e-06,0,144151,3,12,0,0,0,1,0,4.7,462,-2,0,20,2,0.0,0,0.0,0,0,2,0,0,0.5,115133,0,0,0,0,704,10,0,1,129,Chelsea,West Ham,Everton,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.36,8.181818181818181e-08,2.04545454545455e-06,0,8487,1,1,0,0,0,0,0,2.0,55,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4048,0,0,0,0,269,43,0,0,25,Leicester,Burnley,Brighton,West Ham,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.64,1.23076923076923e-07,3.07692307692308e-06,0,3823,0,8,0,0,0,0,0,3.1,24,-3,0,16,3,0.0,0,0.0,0,0,0,0,0,0.0,629,0,0,0,0,302,8,0,0,60,West Ham,Stoke,Swansea,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
,Bruno,DEF,BHA,4500000,0,65,3.3,7.33333333333333e-07,1.44444444444444e-05,0,75949,3,19,0,0,0,0,0,14.4,6955,0,0,65,0,0.1,0,0.3,5,0,8,0,0,1.4,134087,0,0,0,0,1635,1573,0,0,336,West Ham,Stoke,Swansea,Arsenal,Everton,4.5,3.0,3.5,4.5,2.1,2.5,3.6,4.2,3.8,3.7,3.1,3.8,2.9,44.7
Chris,Brunt,MID,WBA,5000000,0,40,1.6,3.2e-07,8e-06,0,133378,2,6,0,0,0,0,0,8.0,326,-5,0,40,5,0.5,0,2.7,4,0,6,0,3,0.5,120414,0,0,0,0,858,282,0,0,192,Southampton,Chelsea,Huddersfield,Watford,Leicester,1.1,0.8,1.4,0.8,1.1,0.8,1.0,1.2,0.8,0.9,0.8,0.9,0.8,65.2
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,614,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,93,0,0,0,0,0,0,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,4900000,0,12,0.48,9.79591836734694e-08,2.44897959183673e-06,0,3515,0,6,0,0,0,0,0,2.4,19,-6,0,12,6,0.0,0,0.0,0,0,0,0,1,0.0,3662,0,0,0,0,159,17,0,0,35,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.0
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,944,0,0,0,0,0,0,0,0.0,416,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2810,0,0,0,0,0,226,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Butcher,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,81,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,120,0,0,0,0,0,18,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,5000000,7,71,3.2,6.4e-07,1.42e-05,0,146240,0,43,0,78,0,0,0,14.2,3876,0,0,71,0,1.3,0,6.3,6,0,4,0,0,2.2,108384,0,0,0,1,1980,1373,0,0,410,Bournemouth,Brighton,Leicester,Southampton,Man City,0.0,4.2,2.4,3.1,3.0,3.2,2.7,3.5,3.2,3.7,2.8,4.7,2.5,55.7
Sam,Byram,DEF,WHU,4200000,1,2,0.08,1.9047619047619002e-08,4.76190476190476e-07,0,9289,1,1,0,0,0,0,0,0.5,105,-3,0,2,3,0.1,0,0.5,0,0,0,0,0,0.1,2474,0,0,0,0,91,385,0,0,14,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Willy,Caballero,GLK,CHE,4800000,0,7,0.28,5.83333333333333e-08,1.4583333333333299e-06,0,9041,0,0,0,3,0,0,0,1.5,3064,-2,0,7,2,0.5,0,2.3,0,0,1,0,0,0.2,8684,0,0,0,0,90,111,0,0,29,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,1,49,2.3,4.33962264150943e-07,9.24528301886792e-06,0,32427,4,26,0,0,0,0,0,9.2,261,-2,0,49,2,0.2,0,1.0,3,0,4,0,3,0.2,17962,0,0,0,0,1561,244,0,0,291,Newcastle,Everton,Tottenham,Man Utd,Chelsea,2.0,1.7,1.6,1.6,1.3,1.5,1.5,1.6,2.0,1.5,2.0,1.3,2.3,111.7
Gary,Cahill,DEF,CHE,6200000,1,54,2.16,3.48387096774194e-07,8.709677419354841e-06,0,593674,0,15,0,0,0,0,0,8.7,1651,-3,0,54,3,0.1,0,0.7,2,0,7,0,0,2.7,81134,0,0,0,0,1346,1120,0,1,296,Watford,West Brom,Man Utd,Man City,Crystal Palace,2.1,2.0,1.3,1.4,3.0,1.8,1.8,2.3,1.9,2.2,1.5,2.0,1.5,42.3
Dominic,Calvert-Lewin,FWD,EVE,5200000,1,69,2.9,5.57692307692308e-07,1.3269230769230801e-05,0,948939,3,21,0,0,0,3,0,13.0,98004,2,1,69,-2,0.1,0,0.7,3,0,6,0,6,5.6,1185406,0,0,0,1,1556,2322,-1,0,190,Arsenal,Crystal Palace,Watford,Burnley,Brighton,1.6,3.4,2.6,2.1,3.4,2.7,2.8,2.8,2.2,3.2,2.2,3.2,2.2,100.3
Geoff,Cameron,DEF,STK,4300000,0,23,0.92,2.13953488372093e-07,5.34883720930233e-06,0,39657,1,24,0,0,0,0,0,5.3,642,-2,0,23,2,0.1,0,0.3,0,0,1,0,0,0.3,29064,0,0,0,0,1137,103,0,0,163,Bournemouth,Brighton,Leicester,Southampton,Man City,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,29.3
Emre,Can,MID,LIV,4800000,14,70,3.5,7.29166666666667e-07,1.4583333333333301e-05,0,505408,6,24,0,0,0,2,0,14.6,5383,-2,0,70,2,1.3,0,6.0,7,0,6,0,5,4.6,369996,0,0,0,1,1613,51768,0,0,398,Tottenham,Southampton,West Ham,Newcastle,Man Utd,3.2,3.0,4.0,3.8,1.8,3.3,2.6,3.4,3.8,2.9,3.8,2.6,3.8,97.1
Etienne,Capoue,MID,WAT,4800000,3,23,0.92,1.91666666666667e-07,4.79166666666667e-06,0,294953,1,10,0,0,0,1,0,4.8,639,-7,0,23,7,0.2,0,1.0,0,0,1,0,1,1.2,39498,0,0,0,0,457,128,0,0,98,Chelsea,West Ham,Everton,West Brom,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.2
Michael,Carrick,MID,MUN,4200000,0,0,0.0,0.0,0.0,0,106455,0,0,0,0,0,0,0,0.0,1106,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.9,78264,0,0,0,0,0,2630,0,0,0,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,1,58,2.5,4.54545454545455e-07,1.05454545454545e-05,0,9126,1,31,0,0,0,1,0,10.5,930,0,0,58,0,0.3,0,1.7,4,0,3,0,3,0.1,12423,0,0,0,0,1424,156,0,0,255,Chelsea,West Ham,Everton,West Brom,Arsenal,1.7,1.9,2.6,2.4,1.5,1.3,2.1,1.9,1.9,2.0,1.4,2.1,1.2,80.0
Guido,Carrillo,FWD,SOU,6500000,1,1,0.04,6.15384615384615e-09,1.53846153846154e-07,0,2940,0,0,0,0,0,0,0,0.2,2101,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.1,9881,0,0,0,0,45,2000,0,0,2,West Brom,Liverpool,Burnley,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
Andy,Carroll,FWD,WHU,5800000,0,25,2.1,3.62068965517241e-07,4.31034482758621e-06,0,98889,5,12,0,0,0,2,0,4.3,3605,-2,0,25,2,0.0,0,0.0,3,0,3,0,1,0.3,103102,0,0,0,1,695,60,0,1,71,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,1.8,2.0,1.0,2.3,1.0,1.7,1.4,2.0,49.8
Tom,Carroll,MID,SWA,4300000,1,58,2.4,5.58139534883721e-07,1.34883720930233e-05,0,538939,3,28,0,0,0,0,0,13.5,13277,-2,0,58,2,0.3,0,1.3,3,0,6,0,3,5.1,515864,0,0,0,0,1813,13537,0,0,285,Leicester,Burnley,Brighton,West Ham,Huddersfield,1.5,1.9,1.5,2.2,1.7,1.9,1.2,1.7,2.6,1.2,1.7,1.8,2.1,90.4
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,692,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,371,0,0,0,0,0,0,0,0,0,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.04,9.09090909090909e-09,2.2727272727272702e-07,0,1086,0,0,0,0,0,0,0,0.2,8,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,280,0,0,0,0,19,5,0,0,4,Chelsea,West Ham,Everton,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2242,0,0,0,0,0,0,0,0.0,41,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,829,0,0,0,0,0,34,0,0,0,Everton,Tottenham,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5400000,1,88,3.5,6.48148148148148e-07,1.62962962962963e-05,0,228244,1,34,0,58,0,0,0,16.3,9409,-1,0,88,1,0.4,0,2.0,4,0,9,0,0,4.8,133356,0,0,0,0,2250,728,0,0,445,Everton,Tottenham,Man City,Brighton,Watford,3.9,2.5,3.7,3.1,4.6,2.3,4.7,4.5,2.5,5.0,2.3,4.5,2.6,46.9
,Cedric,DEF,SOU,4700000,2,44,2.3,4.8936170212766e-07,9.36170212765957e-06,0,696780,1,24,0,0,0,0,0,9.4,2577,-3,0,44,3,0.3,0,1.3,0,0,4,0,0,2.5,242769,0,0,0,0,1624,1135,0,0,256,West Brom,Liverpool,Burnley,Stoke,Newcastle,1.6,2.2,2.0,2.3,1.6,1.6,2.1,1.7,2.0,1.5,1.7,1.3,1.6,63.1
Nacer,Chadli,MID,WBA,5600000,0,13,0.52,9.285714285714289e-08,2.32142857142857e-06,0,39318,1,2,0,0,0,1,0,2.3,63,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9645,0,0,0,1,174,11,0,0,30,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.48,1.1428571428571401e-07,2.8571428571428602e-06,0,200426,1,7,0,0,0,0,0,2.9,942,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.7,127601,0,0,0,0,429,925,0,0,37,Chelsea,West Ham,Everton,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.6
,Chamberlain,MID,LIV,5700000,1,67,2.68,4.7017543859649104e-07,1.17543859649123e-05,0,307313,1,21,0,0,0,3,0,11.8,39370,-3,0,67,3,0.9,0,5.0,4,0,3,0,3,3.8,318872,0,0,0,0,1224,11387,0,0,311,Tottenham,Southampton,West Ham,Newcastle,Man Utd,2.1,2.0,2.7,2.6,1.3,2.2,1.7,2.2,2.6,1.9,2.5,1.7,2.5,123.4
Calum,Chambers,DEF,ARS,4700000,0,5,0.2,4.25531914893617e-08,1.0638297872340401e-06,0,23707,1,6,0,0,0,0,0,1.1,797,-3,0,5,3,0.1,0,0.7,0,0,0,0,0,0.2,8881,0,0,0,0,340,109,0,0,56,Everton,Tottenham,Man City,Brighton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.0
,Chicharito,FWD,WHU,6700000,5,64,3.4,5.074626865671639e-07,9.55223880597015e-06,0,1824375,3,24,0,0,0,5,0,9.6,8134,-3,0,64,3,0.6,0,3.8,9,0,5,0,2,6.9,1148318,0,0,0,2,1156,8896,0,0,198,Brighton,Watford,Liverpool,Swansea,Burnley,3.0,3.8,2.4,2.9,3.6,3.7,4.0,2.2,4.5,2.2,3.5,3.0,4.1,83.2
Benjamin,Chilwell,DEF,LEI,4300000,1,35,1.4,3.25581395348837e-07,8.139534883720931e-06,0,44776,0,15,0,0,0,0,0,8.1,3272,-2,0,35,2,0.8,0,3.3,0,0,4,0,0,1.4,96385,0,0,0,0,1087,20677,0,1,198,Swansea,Man City,Stoke,Bournemouth,West Brom,0.9,0.7,1.1,0.8,0.7,1.3,0.8,0.8,0.8,1.1,1.4,1.3,0.7,34.8
Hamza,Choudhury,MID,LEI,4400000,0,1,0.04,9.09090909090909e-09,2.2727272727272702e-07,0,228,0,0,0,0,0,0,0,0.2,9,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,298,0,0,0,0,7,25,0,0,2,Swansea,Man City,Stoke,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,3,91,3.8,7.037037037037041e-07,1.68518518518519e-05,0,618325,2,39,0,0,0,4,0,16.9,15548,-1,0,91,1,0.7,0,3.7,9,0,4,0,5,4.2,794771,0,0,0,2,1855,22108,0,0,274,Bournemouth,Brighton,Leicester,Southampton,Man City,3.5,4.3,3.0,3.4,2.8,5.1,2.7,3.6,3.3,4.0,2.3,4.2,3.4,142.7
Andreas,Christensen,DEF,CHE,5400000,1,62,3.3,6.11111111111111e-07,1.14814814814815e-05,0,384529,0,10,0,0,0,0,0,11.3,93368,-1,1,62,1,0.2,0,1.0,3,0,7,0,0,2.2,473899,0,0,0,0,1364,1263,-1,0,332,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.0,3.7,2.7,2.8,4.7,3.5,3.5,4.2,3.5,4.0,2.9,3.7,2.9,40.3
Ciaran,Clark,DEF,NEW,4400000,2,62,3.3,7.5e-07,1.40909090909091e-05,0,217130,3,29,0,0,0,2,0,14.1,5634,-1,0,62,1,0.5,0,2.3,6,0,4,0,1,2.5,285430,0,0,0,1,1655,10115,0,0,308,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,4.1,3.6,2.8,3.2,3.7,2.9,4.0,2.7,4.3,2.4,3.7,3.9,3.4,65.2
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18625,0,0,0,0,0,0,0,0.0,44,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4016,0,0,0,0,0,2,0,0,0,West Brom,Liverpool,Burnley,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,3,58,2.5,5e-07,1.1599999999999999e-05,0,96794,1,33,0,0,0,1,0,11.6,1109,0,0,58,0,0.3,1,1.3,3,0,6,0,2,0.5,102329,0,0,0,1,1900,49,0,1,300,Chelsea,West Ham,Everton,West Brom,Arsenal,0.0,1.9,2.6,2.4,1.5,1.3,2.1,1.9,1.9,2.0,1.4,2.1,1.2,93.4
Sam,Clucas,MID,SWA,4700000,15,51,2.8,5.95744680851064e-07,1.08510638297872e-05,0,8141,1,18,0,0,0,3,0,10.9,2554,-3,0,51,3,1.4,0,6.7,3,0,3,0,0,0.6,40494,0,0,0,1,1218,34316,0,0,212,Leicester,Burnley,Brighton,West Ham,Huddersfield,2.0,2.4,1.9,2.8,2.2,2.5,1.4,2.1,3.3,1.4,2.1,2.3,2.6,44.8
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,27685,0,0,0,0,0,0,0,0.0,65,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1352,0,0,0,0,0,18,0,0,0,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,106380,0,0,0,0,0,0,0,0.0,2746,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,1.2,113098,0,0,0,0,0,926,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,3900000,0,0,0.0,0.0,0.0,0,59442,0,0,0,0,0,0,0,0.0,2865,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.1,123338,0,0,0,0,0,33165,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,2,2,0.08,1.25e-08,3.125e-07,0,9180,0,1,0,0,0,0,0,0.3,273,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.3,4137,0,0,0,0,90,2658,0,0,19,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
James,Collins,DEF,WHU,4300000,2,25,1.0,2.3255813953488398e-07,5.81395348837209e-06,0,22053,2,9,0,0,0,1,0,5.8,527,-2,0,25,2,0.3,0,1.3,0,0,2,0,0,0.3,20348,0,0,0,0,687,959,0,0,131,Brighton,Watford,Liverpool,Swansea,Burnley,0.5,0.7,0.5,0.5,0.6,0.6,0.6,0.5,0.7,0.5,0.5,0.5,0.5,31.9
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,39852,0,6,0,0,0,0,0,1.6,282,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15751,0,0,0,0,164,5,0,0,35,Everton,Tottenham,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Jack,Cork,MID,BUR,4600000,2,66,2.6,5.65217391304348e-07,1.43478260869565e-05,0,317973,5,22,0,0,0,1,0,14.3,7832,1,0,66,-1,0.4,0,2.0,3,0,10,0,1,3.0,418994,0,0,0,0,2250,3752,0,0,355,Man City,Swansea,Southampton,Everton,West Ham,1.4,2.0,2.2,2.9,1.9,1.8,1.9,1.9,2.3,1.8,2.3,1.6,2.3,78.9
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66116,0,0,0,0,0,0,0,0.0,45,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.3,2407,0,0,0,0,0,5,0,0,0,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5500000,1,100,4.2,7.636363636363641e-07,1.81818181818182e-05,0,723751,1,19,0,48,0,0,0,18.2,13961,0,0,100,0,0.4,0,2.3,2,0,12,0,0,11.9,460442,0,0,0,0,2160,8975,0,0,443,Watford,West Brom,Man Utd,Man City,Crystal Palace,5.4,5.2,3.9,4.0,5.9,4.9,4.9,5.8,5.0,5.5,4.2,5.2,4.2,35.1
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1712473,0,14,0,0,0,7,0,11.3,4922,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.8,1531073,0,0,0,4,1109,2,0,0,381,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.08,2e-08,5e-07,0,22478,0,7,0,0,0,0,0,0.5,542,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.3,23992,0,0,0,0,179,122,0,0,35,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Aaron,Cresswell,DEF,WHU,5100000,2,73,3.2,6.274509803921571e-07,1.43137254901961e-05,0,210602,3,35,0,0,0,0,0,14.3,12160,1,0,73,-1,0.3,0,1.3,8,0,6,0,4,3.6,368718,0,0,0,0,1929,5152,0,0,364,Brighton,Watford,Liverpool,Swansea,Burnley,3.1,3.9,2.8,2.5,3.7,3.6,3.7,2.9,3.9,2.7,3.0,2.4,3.2,89.2
Peter,Crouch,FWD,STK,4900000,1,49,2.5,5.102040816326529e-07,1e-05,0,310548,1,18,0,0,0,3,0,10.0,20460,-1,0,49,1,0.3,0,1.3,4,0,0,0,2,3.2,339306,0,0,0,0,955,4506,0,0,159,Bournemouth,Brighton,Leicester,Southampton,Man City,2.0,2.7,1.9,2.1,2.2,2.6,1.3,2.2,1.8,2.2,1.5,2.7,1.8,68.9
Josh,Cullen,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,129,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,342,0,0,0,0,0,102,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,4700000,6,68,3.1,6.59574468085106e-07,1.4468085106382998e-05,0,1021666,0,27,0,0,0,1,0,14.5,6166,-3,0,68,3,0.7,0,3.3,4,0,5,0,1,6.4,479887,0,0,0,0,1917,38866,0,0,380,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,3.6,2.7,2.9,2.5,3.2,3.4,3.5,4.4,2.9,3.3,3.2,3.0,3.1,84.5
,Danilo,DEF,MCI,5000000,0,54,4.2,8.4e-07,1.0800000000000002e-05,0,378897,1,6,0,0,0,1,0,10.8,12421,-5,0,54,5,0.0,0,0.0,3,0,6,0,1,2.3,254259,0,0,0,0,740,845,0,0,228,Burnley,Leicester,Arsenal,Chelsea,Stoke,4.9,4.8,4.4,4.9,4.7,5.8,3.5,5.0,4.2,4.6,5.1,5.6,5.0,40.0
