FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,726,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,155,0,0,0,0,0,11,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,1,42,2.1,4.2e-07,8.400000000000001e-06,0,389172,3,14,0,0,0,0,0,8.4,2381,-5,0,42,5,0.5,0,2.3,0,0,8,0,0,4.5,32815,0,526,0,0,1621,1604,0,0,240,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,1.4,1.9,1.0,1.7,1.8,1.1,1.8,1.0,1.2,2.1,1.9,1.2,1.2,1.0,1.7,1.5
Adama,Diomande,FWD,HUL,4500000,1,39,2.1,4.66666666666667e-07,8.66666666666667e-06,0,424850,1,25,0,0,0,2,0,8.7,13525,0,0,39,0,0.4,0,1.7,2,0,2,0,0,5.2,511205,0,0,0,0,1136,4667,0,0,124,Man Utd,Liverpool,Arsenal,Burnley,Leicester,1.4,2.1,1.3,2.5,1.5,2.2,1.1,2.0,1.8,1.6,1.4,2.0,1.4,2.6,1.7,2.0
Mame Biram,Diouf,FWD,STK,5700000,0,28,1.9,3.3333333333333304e-07,4.91228070175439e-06,0,33686,3,21,0,0,0,0,0,4.9,508,-3,0,28,3,0.1,0,0.3,0,0,3,0,2,0.3,16969,0,245,0,0,893,94,0,0,115,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,0.0,0.0,1.6,1.0,1.4,1.4,1.1,1.4,1.1,1.8,2.2,1.8,1.6,1.2,1.4,1.2
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1147,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,0,2,0,0,0,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,1,24,1.3,3.0232558139534897e-07,5.58139534883721e-06,0,13447,4,35,0,0,0,0,0,5.6,1735,-2,0,24,2,0.2,0,0.7,0,0,2,0,0,0.3,11855,0,0,0,0,1577,152,0,1,281,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,1.0,0.6,1.1,0.6,0.6,0.6,1.3,0.8,1.2,0.6,0.8,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,2,9,0.136363636363636,2.96442687747036e-08,1.95652173913043e-06,0,933,1,9,0,0,0,0,0,2.0,20,-4,0,9,4,0.4,0,2.0,0,0,1,0,0,0.0,292,0,0,0,0,364,13,0,0,47,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,4900000,0,46,0.696969696969697,1.4223871366728498e-07,9.38775510204082e-06,0,51440,1,14,0,0,0,1,0,9.2,568,-6,1,46,6,0.1,0,0.3,3,0,4,0,2,0.4,17892,0,0,0,0,1104,148,-1,0,205,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,151,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,177,0,0,0,0,0,14,0,0,0,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,2,38,2.4,4.52830188679245e-07,7.16981132075472e-06,0,313164,2,28,0,0,0,0,0,7.2,1303,-2,0,38,2,0.2,0,1.3,2,0,4,0,1,3.8,69812,0,592,0,0,1383,258,0,0,226,Burnley,Man Utd,Swansea,Liverpool,Hull City,1.3,2.1,1.5,1.5,2.9,1.2,1.2,2.0,3.1,1.2,1.4,1.9,1.2,2.6,1.2,2.3
Nathan,Dyer,MID,SWA,4700000,0,10,0.15151515151515196,3.22372662798195e-08,2.12765957446809e-06,0,7290,0,10,0,0,0,0,0,2.1,77,-3,0,10,3,0.1,0,0.7,0,0,0,0,1,0.1,1694,0,64,0,0,192,66,0,0,38,Southampton,Man City,Leicester,Chelsea,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0303030303030303,6.8870523415978e-09,4.54545454545455e-07,0,202,0,0,0,0,0,0,0,0.5,12,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,222,0,0,0,0,8,7,0,0,6,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,1,1,0.0151515151515152,3.36700336700337e-09,2.22222222222222e-07,0,15,0,2,0,0,0,0,0,0.2,15,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,148,0,0,0,0,90,148,0,0,14,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,466,0,0,0,0,0,0,0,0.0,48,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,873,0,0,0,0,0,36,0,0,0,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4700000,0,37,1.9,4.0425531914893603e-07,7.872340425531911e-06,0,21532,2,42,0,0,0,0,0,7.9,158,-3,0,37,3,0.4,0,2.0,1,0,1,0,1,0.2,7312,0,0,0,0,1648,25,0,1,279,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,1.0,1.0,2.1,1.1,1.3,1.0,1.1,1.5,1.0,1.0,1.7,1.0,2.1,1.0,1.2
Mohamed,Elneny,MID,ARS,4600000,0,21,0.31818181818181795,6.91699604743083e-08,4.56521739130435e-06,0,31339,1,8,0,0,0,0,0,4.6,198,-4,0,21,4,0.0,0,0.0,0,0,2,0,1,0.4,9509,0,134,0,0,534,45,0,0,114,Watford,Chelsea,Hull City,Liverpool,Leicester,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,37,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,85,0,0,0,0,0,35,0,0,0,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,23736,0,0,0,0,0,0,0,0.0,343,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15005,0,4,0,0,0,436,0,0,0,Southampton,Man City,Leicester,Chelsea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8700000,2,123,5.9,6.7816091954023e-07,1.41379310344828e-05,0,626727,0,16,0,0,0,5,0,14.1,22810,2,0,123,-2,0.9,0,7.7,15,0,8,0,11,16.9,882092,0,738,0,3,1845,58270,0,0,459,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,6.3,8.2,3.7,7.7,8.1,5.9,8.1,5.4,6.2,8.8,8.2,6.2,6.3,4.2,7.7,6.5
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,51,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,68,0,0,0,0,0,7,0,0,0,Tottenham,Crystal Palace,Southampton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,5000000,2,3,0.0454545454545454,9.09090909090909e-09,6e-07,0,22,0,2,0,0,0,0,0,0.6,14,0,0,3,0,0.3,0,1.5,0,0,0,0,0,0.0,203,0,0,0,0,105,147,0,0,15,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny,Evans,DEF,WBA,4400000,0,44,2.6,5.90909090909091e-07,1e-05,0,332752,6,19,0,0,0,1,0,10.0,16244,-1,1,44,1,0.1,0,0.3,3,0,3,0,0,4.9,228539,0,343,0,1,1469,535,-1,0,262,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,3.2,2.9,1.8,3.2,1.5,1.9,3.5,3.3,2.0,2.5,1.4,2.6,2.1
Lukasz,Fabianski,GLK,SWA,4800000,2,59,2.7,5.625e-07,1.22916666666667e-05,0,137722,1,51,0,68,0,0,0,12.3,3075,-2,0,59,2,0.4,0,1.7,5,0,3,0,0,3.5,136876,0,366,1,0,1980,405,0,0,369,Southampton,Man City,Leicester,Chelsea,Burnley,3.4,2.4,2.3,2.3,3.0,2.6,2.5,2.5,2.8,3.0,2.3,2.9,1.9,2.6,1.9,3.0
,Fabio,DEF,MID,4400000,0,34,0.515151515151515,1.17079889807163e-07,7.727272727272729e-06,0,9641,3,10,0,0,0,0,0,7.7,3273,-1,0,34,1,1.2,0,5.3,5,0,4,0,0,0.6,33802,0,0,0,0,795,4783,0,0,170,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,4,47,0.712121212121212,1.0320597277119e-07,6.8115942028985496e-06,0,250548,3,6,0,0,0,1,0,6.8,3999,-6,0,47,6,0.3,0,2.0,5,0,2,0,7,1.8,73574,0,617,0,1,519,709,0,0,204,Liverpool,Arsenal,Burnley,Swansea,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5
Adam,Federici,GLK,BOU,4400000,0,8,0.12121212121212101,2.75482093663912e-08,1.81818181818182e-06,0,3187,1,3,0,5,0,0,0,1.8,99,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,1998,0,31,0,0,180,23,0,0,37,Crystal Palace,Everton,Man City,West Brom,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,2,19,0.287878787878788,5.75757575757576e-08,3.8e-06,0,137509,1,7,0,0,0,1,0,3.8,666,-5,0,19,5,0.6,0,3.0,1,0,1,0,1,0.7,11487,0,0,0,0,353,966,0,1,81,Man City,Southampton,West Brom,Watford,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,1,23,1.4,2.41379310344828e-07,3.9655172413793096e-06,0,17992,6,12,0,0,0,0,0,4.0,154,-2,0,23,2,0.1,0,0.7,0,0,4,0,0,0.2,11133,0,164,0,0,853,328,0,0,149,Hull City,Leicester,Watford,Bournemouth,Southampton,1.2,0.7,1.0,0.0,0.8,0.7,0.8,0.7,0.8,0.9,0.7,0.7,0.7,0.7,0.7,0.7
Leroy,Fer,MID,SWA,4800000,1,66,3.7,7.70833333333333e-07,1.375e-05,0,618496,5,31,0,0,0,6,0,13.8,16364,-2,0,66,2,0.4,0,1.7,5,0,2,0,1,5.4,694405,0,107,0,2,1265,2704,0,0,266,Southampton,Man City,Leicester,Chelsea,Burnley,3.8,2.8,4.6,2.6,4.8,4.3,3.0,3.8,3.3,2.5,3.8,3.4,3.6,3.7,4.2,3.5
Edimilson,Fernandes,MID,WHU,4800000,1,16,0.24242424242424201,5.05050505050505e-08,3.3333333333333304e-06,0,700,2,7,0,0,0,0,0,3.3,33,-2,0,16,2,0.2,0,1.0,0,0,1,0,0,0.0,744,0,0,0,0,440,15,0,0,52,Man City,Southampton,West Brom,Watford,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,1,14,1.3,3.0952380952381003e-07,3.3333333333333304e-06,0,64960,3,22,0,0,0,0,0,3.3,674,-3,0,14,3,0.2,0,1.0,0,0,1,0,0,1.1,11103,0,333,0,0,990,863,0,0,161,Southampton,Man City,Leicester,Chelsea,Burnley,1.2,0.7,0.7,0.7,1.0,0.8,0.8,0.8,0.9,1.0,0.7,0.9,0.6,0.8,0.6,1.0
,Fernandinho,MID,MCI,5300000,0,38,2.2,4.15094339622642e-07,7.16981132075472e-06,0,121211,3,17,0,0,0,1,0,7.2,499,-2,0,38,2,-0.1,0,-0.7,3,0,3,0,1,1.3,70155,0,417,0,0,1471,429,0,2,239,West Ham,Swansea,Bournemouth,Sunderland,Stoke,1.1,1.7,1.1,0.0,1.8,1.6,1.1,1.1,1.1,2.4,1.1,1.7,1.5,1.6,2.3,1.6
,Fernando,MID,MCI,4700000,0,14,0.212121212121212,4.5132172791747304e-08,2.97872340425532e-06,0,14559,3,8,0,0,0,0,0,3.0,196,-3,0,14,3,0.0,0,0.0,1,0,1,0,0,0.2,7064,0,236,0,0,532,124,0,0,90,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,5,0.0757575757575758,1.72176308539945e-08,1.13636363636364e-06,0,591,1,1,0,0,0,0,0,1.1,15,-1,0,5,1,0.1,0,0.3,0,0,1,0,0,0.0,602,0,0,0,0,166,14,0,0,30,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8400000,14,112,5.3,6.30952380952381e-07,1.3333333333333301e-05,0,975897,3,26,0,0,0,8,0,13.3,21225,-1,0,112,1,0.7,0,5.7,12,0,6,0,5,11.2,1009835,0,522,0,5,1862,48613,0,0,386,Chelsea,Hull City,Tottenham,Leicester,Arsenal,5.5,6.3,6.1,5.7,5.0,8.0,4.4,6.8,6.9,5.2,4.6,6.2,5.9,6.8,4.0,6.9
Viktor,Fischer,MID,MID,4900000,0,21,0.31818181818181795,6.49350649350649e-08,4.28571428571429e-06,0,43524,0,6,0,0,0,0,0,4.3,78,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2117,0,0,0,0,407,17,0,0,74,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,0,8,0.12121212121212101,2.81888653981677e-08,1.86046511627907e-06,0,4074,0,4,0,0,0,0,0,1.9,288,-2,0,8,2,0.0,0,0.0,0,0,0,0,0,0.1,5826,0,0,0,0,237,144,0,0,33,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.12121212121212101,2.81888653981677e-08,1.86046511627907e-06,0,17496,2,4,0,0,0,0,0,1.9,242,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,4542,0,67,0,0,315,65,0,0,51,Leicester,Watford,Chelsea,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,0,12,0.18181818181818202,3.63636363636364e-08,2.4e-06,0,11095,2,10,0,0,0,0,0,2.4,377,0,0,12,0,0.1,0,0.3,0,0,0,0,0,0.2,12615,0,0,0,0,310,253,0,0,20,Man City,Southampton,West Brom,Watford,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,10,64,2.9,6.44444444444444e-07,1.4222222222222198e-05,0,464665,0,24,0,0,0,2,0,14.5,8991,0,-1,64,0,1.0,0,4.7,2,0,6,0,1,9.6,331392,0,403,0,1,1894,27618,1,0,275,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,2.2,2.6,1.4,3.0,2.5,1.8,2.0,2.1,2.3,2.9,1.9,1.6,3.6,1.9,2.2,2.2
Michael,Folivi,FWD,WAT,4500000,0,1,0.0151515151515152,3.36700336700337e-09,2.22222222222222e-07,0,189,0,0,0,0,0,0,0,0.2,53,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,400,0,0,0,0,10,58,0,0,2,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,0,58,3.4,6.41509433962264e-07,1.09433962264151e-05,0,207511,2,21,0,0,0,0,0,10.9,8372,-2,0,58,2,0.1,0,0.3,6,0,7,0,0,3.7,140425,0,487,0,0,1530,2193,0,0,323,Man City,Southampton,West Brom,Watford,Chelsea,4.0,3.6,4.4,3.0,3.9,3.2,3.6,3.3,4.0,3.6,2.5,3.9,3.6,4.3,4.7,2.3
Adam,Forshaw,MID,MID,4500000,2,56,2.5,5.55555555555556e-07,1.24444444444444e-05,0,24956,3,22,0,0,0,0,0,12.4,3254,0,0,56,0,0.6,0,2.7,3,0,7,0,2,0.8,55304,0,0,0,0,1859,2394,0,0,319,West Brom,Tottenham,Everton,Crystal Palace,Stoke,2.0,1.2,2.2,1.8,1.7,3.1,2.0,1.9,2.3,2.9,1.4,1.5,1.7,1.2,2.2,1.2
Fraser,Forster,GLK,SOU,5100000,7,72,3.3,6.47058823529412e-07,1.41176470588235e-05,0,162475,2,26,0,36,0,0,0,14.1,4865,1,0,72,-1,0.7,0,3.7,1,0,8,0,0,4.7,150214,0,233,0,0,1980,2453,0,0,335,Swansea,West Ham,Sunderland,Watford,Man Utd,2.9,4.7,2.1,0.0,2.6,3.0,2.4,4.6,4.1,2.9,4.0,2.6,4.3,3.3,2.7,4.3
Ben,Foster,GLK,WBA,4700000,7,74,3.4,7.23404255319149e-07,1.57446808510638e-05,0,341497,1,28,0,80,0,0,0,15.7,9417,2,0,74,-2,0.9,0,4.0,4,0,4,0,0,15.2,603464,0,129,0,2,1980,15776,0,0,404,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,3.0,4.4,3.8,4.7,4.2,2.7,4.7,2.4,2.9,5.0,4.7,3.1,3.7,2.2,3.9,3.2
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0151515151515152,3.6954915003695505e-09,2.4390243902438996e-07,0,8685,0,0,0,0,0,0,0,0.2,151,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,3396,0,40,0,0,1,125,0,0,2,Hull City,Leicester,Watford,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,0,54,2.7,5.8695652173913e-07,1.17391304347826e-05,0,137274,3,34,0,0,0,0,0,11.7,3834,1,0,54,-1,-0.2,0,-0.7,5,0,6,0,1,2.0,160890,0,462,0,1,1791,2278,0,1,402,Crystal Palace,Everton,Man City,West Brom,Man Utd,3.1,1.8,3.0,2.1,1.5,3.7,2.7,2.4,2.5,2.9,1.7,2.9,1.5,3.2,3.3,1.4
Ryan,Fraser,MID,BOU,4900000,2,53,0.803030303030303,1.63883735312307e-07,1.0816326530612199e-05,0,27062,0,10,0,0,0,3,0,11.0,6456,-1,-1,53,1,1.3,0,6.3,5,0,3,0,4,2.1,113711,0,0,0,2,640,17752,1,0,165,Crystal Palace,Everton,Man City,West Brom,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4400000,1,46,2.9,6.59090909090909e-07,1.04545454545455e-05,0,238243,1,17,0,0,0,0,0,10.5,9880,-1,0,46,1,0.6,0,2.7,5,0,3,0,2,3.0,145895,0,0,0,0,1260,2777,0,0,269,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.0,2.3,3.0,3.1,3.0,2.9,2.2,2.7,2.7,3.4,3.6,2.7,3.1,2.4,3.9,3.1
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,64050,0,0,0,0,0,0,0,0.0,240,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,3905,0,0,0,0,0,125,0,0,0,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.136363636363636,3.03030303030303e-08,2e-06,0,794,0,7,0,0,0,0,0,2.0,22,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,957,0,0,0,0,188,12,0,0,38,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5300000,1,53,2.5,4.71698113207547e-07,1e-05,0,383547,6,35,0,0,0,1,0,10.0,5082,-2,0,53,2,0.4,0,2.3,4,0,4,0,2,4.8,126855,0,482,0,1,1798,291,0,0,376,Burnley,Man Utd,Swansea,Liverpool,Hull City,1.2,1.9,1.8,3.2,2.9,2.4,2.3,2.9,2.6,1.5,2.2,2.9,1.8,2.7,1.7,3.2
Jay,Fulton,MID,SWA,4400000,1,17,0.257575757575758,5.85399449035813e-08,3.86363636363636e-06,0,1375,2,14,0,0,0,0,0,3.9,25,-1,0,17,1,0.3,0,1.3,0,0,3,0,0,0.0,919,0,4,0,0,624,20,0,0,81,Southampton,Man City,Leicester,Chelsea,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,8,47,0.712121212121212,1.54808959156785e-07,1.0217391304347801e-05,0,85969,0,12,0,0,0,0,0,10.2,2213,-4,0,47,4,1.5,0,6.7,3,0,5,0,0,2.1,65160,0,304,0,0,1013,25878,0,0,242,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
,Gabriel,DEF,ARS,4800000,2,27,0.409090909090909,8.52272727272727e-08,5.625e-06,0,20847,2,8,0,0,0,0,0,5.6,2387,-2,0,27,2,0.6,0,3.0,0,0,3,0,0,0.7,38141,0,244,0,0,822,2872,0,0,164,Watford,Chelsea,Hull City,Liverpool,Leicester,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.136363636363636,3.40909090909091e-08,2.25e-06,0,17544,0,3,0,0,0,0,0,2.2,391,-5,1,9,5,0.0,0,0.0,0,0,1,0,0,0.2,15380,0,126,0,0,247,297,-1,0,44,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,27831,0,0,0,0,0,0,0,0.0,247,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1964,0,0,0,0,0,10,0,0,0,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0454545454545454,9.09090909090909e-09,6e-07,0,427,0,1,0,0,0,0,0,0.6,28,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,427,0,0,0,0,29,32,0,0,11,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7216,1,6,0,0,0,0,0,2.7,72,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5061,0,244,0,0,218,4,0,0,52,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,4892,0,0,0,0,0,0,0,0.0,168,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,5381,0,0,0,0,0,109,0,0,0,Swansea,West Ham,Sunderland,Watford,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,275,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,97,0,15,0,0,0,6,0,0,0,Swansea,West Ham,Sunderland,Watford,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
