FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcus,Rashford,FWD,MUN,7600000,9,33,4.7,6.18421052631579e-07,4.3421052631579e-06,0,234261,0,2,0,0,0,2,0,4.3,37483,1,0,33,-1,0.6,0,4.3,3,0,5,0,3,9.3,391551,0,0,0,0,468,112913,0,0,122,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,4.2,4.4,3.8,4.8,6.0,7.0,6.1,2.7,4.5,7.0,4.4,4.6,5.0,4.6,5.4,7.0,4.9,5.3,5.2,4.2,4.1,5.9,7.0,3.6,4.4,4.1,6.2,5.2,7.0,4.7,4.7,57.2
Nathan,Redmond,MID,SOU,6300000,2,19,2.7,4.28571428571429e-07,3.01587301587302e-06,0,252039,1,6,0,0,0,0,0,3.0,24959,-2,1,19,2,0.4,0,2.3,0,0,3,0,1,3.7,66662,0,0,0,0,600,6142,-1,0,64,Newcastle,West Brom,Brighton,Burnley,Liverpool,2.2,1.9,2.1,1.5,1.7,2.9,2.0,2.9,3.4,2.3,3.2,1.7,3.1,1.6,2.4,3.1,1.4,2.2,2.3,2.0,2.8,2.0,2.6,3.9,2.2,1.9,1.5,2.6,2.7,3.1,1.4,50.6
Winston,Reid,DEF,WHU,4900000,6,21,4.2,8.57142857142857e-07,4.28571428571429e-06,0,47140,1,7,0,0,0,0,0,4.3,1632,-1,0,21,1,1.0,0,5.0,3,0,3,0,0,1.0,9915,0,0,0,0,450,1185,0,0,111,Burnley,Brighton,Crystal Palace,Liverpool,Watford,3.3,6.3,3.9,6.3,4.7,5.3,2.1,2.1,4.9,6.3,2.6,6.0,2.5,4.2,6.3,3.3,6.1,6.3,3.1,5.4,2.1,3.6,5.4,4.8,5.5,3.5,6.2,2.1,4.2,2.1,5.7,12.6
Declan,Rice,DEF,WHU,4500000,0,3,0.14285714285714302,3.1746031746031705e-08,6.66666666666667e-07,0,1051,0,5,0,0,0,0,0,0.7,139,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,1304,0,0,0,0,150,49,0,0,25,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
,Richarlison,MID,WAT,6200000,10,40,5.7,9.193548387096771e-07,6.451612903225811e-06,0,193054,1,11,0,0,0,3,0,6.6,27988,2,-1,40,-2,1.0,0,6.3,4,0,3,0,2,8.2,559540,0,0,0,2,570,185925,1,0,118,Arsenal,Chelsea,Stoke,Everton,West Ham,8.6,8.6,5.7,8.0,7.9,7.7,3.8,3.4,8.2,8.5,5.0,6.7,6.4,5.0,6.5,4.4,7.8,7.0,4.5,7.1,6.7,5.6,6.4,5.9,6.8,4.7,7.8,5.9,8.6,6.2,5.6,60.9
Jairo,Riedewald,DEF,CRY,4800000,1,3,0.14285714285714302,2.97619047619048e-08,6.25e-07,0,13863,0,4,0,0,0,0,0,0.6,533,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.1,401,0,0,0,0,120,21,0,0,24,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Matt,Ritchie,MID,NEW,6000000,2,28,4.0,6.66666666666667e-07,4.6666666666666705e-06,0,203502,3,6,0,0,0,0,0,4.7,71091,0,0,28,0,0.8,0,5.0,3,0,2,0,4,5.0,285936,0,0,0,1,627,13041,0,0,131,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.0,5.4,3.9,5.8,2.1,3.1,3.1,4.4,5.3,6.0,2.6,3.1,3.2,5.2,3.0,4.9,2.7,4.2,4.6,3.5,4.0,2.3,3.9,4.3,4.4,3.6,6.0,4.4,4.8,4.3,4.0,49.2
Andrew,Robertson,DEF,LIV,4800000,0,11,0.523809523809524,1.09126984126984e-07,2.29166666666667e-06,0,83401,0,1,0,0,0,0,0,2.2,8860,-2,1,11,2,0.1,0,0.7,3,0,1,0,0,1.2,57318,0,0,0,0,180,234,-1,0,47,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,234,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,36,0,0,0,0,0,1,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4400000,0,0,0.0,0.0,0.0,0,5535,0,0,0,0,0,0,0,0.0,458,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,596,0,0,0,0,0,69,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,7,0.33333333333333304,6.80272108843537e-08,1.4285714285714301e-06,0,31461,1,2,0,0,0,1,0,1.4,3720,-1,0,7,1,0.3,0,1.3,1,0,0,0,0,0.5,14837,0,0,0,0,136,2644,0,1,29,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.2
Jay,Rodriguez,FWD,WBA,5800000,2,16,2.3,3.96551724137931e-07,2.75862068965517e-06,0,117874,2,8,0,0,0,1,0,2.8,10709,-2,0,16,2,0.3,0,2.0,0,0,3,0,0,1.1,45742,0,0,0,0,624,3340,0,0,36,Leicester,Southampton,Man City,Huddersfield,Chelsea,1.4,1.8,1.5,1.3,1.3,1.7,2.2,3.0,1.8,1.3,1.7,1.8,2.8,3.0,1.2,2.8,1.8,1.2,1.5,1.5,1.8,2.2,2.4,1.7,1.7,1.4,1.2,2.7,1.3,1.2,2.5,32.3
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,1331,0,0,0,0,0,0,0,0.0,53,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,203,0,0,0,0,0,19,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,4435,0,0,0,0,0,0,0,0.0,323,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,505,0,0,0,0,0,64,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6100000,6,11,1.8,2.95081967213115e-07,1.8032786885245899e-06,0,72419,1,5,0,0,0,1,0,1.8,2638,-4,0,11,4,0.4,0,2.3,0,0,0,0,0,0.6,10290,0,0,0,0,250,4418,0,0,32,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.9,1.2,1.0,0.9,0.9,1.2,1.5,2.1,1.2,0.9,1.1,1.2,2.0,2.1,0.9,2.0,1.2,0.9,1.0,1.0,1.2,1.5,1.6,1.1,1.1,0.9,0.9,1.9,0.9,0.9,1.7,10.4
Wayne,Rooney,FWD,EVE,7400000,1,23,3.3,4.45945945945946e-07,3.10810810810811e-06,0,822866,3,8,0,0,0,2,0,3.1,93015,-1,0,23,1,0.2,0,1.3,6,0,1,0,0,10.3,484203,0,0,0,0,521,17630,0,0,74,Brighton,Arsenal,Leicester,Watford,Crystal Palace,2.6,4.8,2.5,2.8,4.0,3.0,4.7,3.2,2.2,2.2,2.6,2.4,2.4,2.9,3.1,3.0,3.9,4.0,1.6,4.7,3.6,2.7,4.6,3.0,2.7,4.5,3.1,3.7,2.4,2.7,1.9,38.7
Danny,Rose,DEF,TOT,6400000,0,0,0.0,0.0,0.0,0,14991,0,0,0,0,0,0,0,0.0,733,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,1223,0,0,0,0,0,92,0,0,0,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,0,3,0.14285714285714302,3.57142857142857e-08,7.5e-07,0,93007,0,3,0,0,0,0,0,0.8,12068,0,0,3,0,0.1,0,0.3,0,0,0,0,0,3.2,105496,0,0,0,0,163,5797,0,0,22,Everton,West Ham,Southampton,Swansea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5300000,0,5,0.23809523809523803,4.492362982929019e-08,9.43396226415094e-07,0,3599,1,3,0,0,0,0,0,0.9,319,-2,1,5,2,0.0,0,0.0,0,0,1,0,0,0.1,1030,0,0,0,0,133,90,-1,0,8,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Antonio,Rudiger,DEF,CHE,5900000,2,22,3.7,6.27118644067797e-07,3.72881355932203e-06,0,57349,2,6,0,0,0,0,0,3.7,5704,-1,0,22,1,0.5,0,3.0,2,0,2,0,1,2.1,23835,0,0,0,0,540,5560,0,0,120,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,5.3,3.0,3.9,2.5,4.6,3.5,2.4,3.6,3.6,4.7,3.1,3.5,4.8,3.9,2.7,2.9,4.5,3.8,5.6,4.2,3.0,3.4,4.3,4.7,2.6,4.8,5.4,3.6,5.0,4.0,4.0,16.1
Mathew,Ryan,GLK,BHA,4500000,3,24,3.4,7.555555555555559e-07,5.333333333333329e-06,0,12476,0,9,0,19,0,0,0,5.3,1708,0,0,24,0,1.0,0,4.3,2,0,2,0,0,0.6,9116,0,0,0,1,630,2054,0,0,122,Everton,West Ham,Southampton,Swansea,Stoke,4.1,2.0,3.9,3.2,4.5,1.7,5.0,4.7,3.0,3.7,3.8,3.8,3.1,2.3,4.4,2.9,3.4,3.7,5.1,2.3,3.2,5.1,2.0,1.9,3.7,4.3,3.8,3.3,3.0,3.3,1.9,12.6
Abdelhamid,Sabiri,MID,HUD,5000000,0,8,0.38095238095238104,7.61904761904762e-08,1.6e-06,0,445,1,2,0,0,0,0,0,1.6,130,0,0,8,0,0.5,0,2.3,0,0,1,0,1,0.0,751,0,0,0,0,158,63,0,0,24,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.0
Henri,Saivet,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,1248,0,0,0,0,0,0,0,0.0,110,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1547,0,0,0,0,0,100,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,5,12,0.5714285714285711,1.03896103896104e-07,2.1818181818181803e-06,0,6847,2,5,0,0,0,1,0,2.2,924,0,0,12,0,0.4,0,2.0,1,0,0,0,1,0.2,7872,0,0,0,0,100,2675,0,0,39,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,11.7
Mamadou,Sakho,DEF,CRY,4900000,0,0,0.0,0.0,0.0,0,4803,0,9,0,0,0,0,0,0.0,677,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5728,0,0,0,0,180,429,0,0,26,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Bakary,Sako,MID,CRY,4900000,2,4,0.19047619047619,3.88726919339164e-08,8.16326530612245e-07,0,2492,0,5,0,0,0,0,0,0.8,280,-1,0,4,1,0.3,0,1.3,0,0,0,0,0,0.1,1358,0,0,0,0,103,642,0,0,19,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Mohamed,Salah,MID,LIV,9200000,2,43,6.1,6.6304347826087e-07,4.6739130434782605e-06,0,685075,0,7,0,0,0,4,0,4.7,173232,2,0,43,-2,0.7,0,6.3,4,0,1,0,2,33.0,1038603,0,0,0,2,512,50506,0,0,126,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,7.1,6.8,8.4,5.0,7.8,7.9,4.9,4.5,9.1,8.9,5.8,4.3,8.2,9.1,6.2,6.6,7.9,5.7,6.6,7.1,9.1,9.1,3.5,6.6,6.5,5.8,9.1,5.0,9.0,7.0,9.1,72.4
Renato,Sanches,MID,SWA,4900000,1,6,1.5,3.06122448979592e-07,1.22448979591837e-06,0,92998,1,2,0,0,0,0,0,1.2,25902,-1,1,6,1,0.2,0,1.0,0,0,1,0,0,1.5,164145,0,0,0,0,220,2866,-1,0,27,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.0,0.0,0.0,0.8,1.2,1.0,1.4,0.9,0.8,0.8,1.3,0.9,0.8,1.3,0.8,1.0,0.8,1.4,1.1,0.8,0.8,1.2,1.0,0.8,0.8,0.9,1.1,0.8,0.8,1.2,0.8,7.5
Alexis,Sanchez,MID,ARS,11900000,6,15,3.0,2.5210084033613403e-07,1.2605042016806699e-06,0,132771,1,3,0,0,0,0,0,1.3,13418,-1,0,15,1,0.3,0,4.0,0,0,2,0,2,2.5,104405,0,0,0,0,272,11345,0,0,58,Watford,Everton,Swansea,Man City,Tottenham,1.5,1.5,3.8,1.5,2.5,1.5,3.4,2.7,1.5,1.5,4.0,3.8,1.6,1.5,3.1,1.5,4.2,2.3,4.5,1.5,2.5,1.5,2.5,1.5,3.8,3.1,1.5,4.5,1.5,3.2,1.5,34.9
Davinson,Sanchez,DEF,TOT,6000000,6,20,0.9523809523809521,1.58730158730159e-07,3.3333333333333304e-06,0,5339,0,2,0,0,0,0,0,3.3,1264,0,0,20,0,0.7,0,4.3,0,0,3,0,0,0.3,14881,0,0,0,0,361,1826,0,0,103,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.5,0.5,0.5,0.8,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.8,0.5,0.5,0.5,1.3,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.6,0.5,9.3
,Sandro,FWD,EVE,7200000,1,7,0.33333333333333304,4.6296296296296295e-08,9.72222222222222e-07,0,64949,0,7,0,0,0,0,0,1.0,2011,-3,0,7,3,0.1,0,0.7,0,0,1,0,0,0.5,4066,0,0,0,0,215,409,0,0,12,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Leroy,Sane,MID,MCI,8400000,3,37,1.76190476190476,2.0975056689342399e-07,4.404761904761901e-06,0,257141,1,1,0,0,0,3,0,4.5,28693,-1,-1,37,1,0.8,0,6.7,5,0,2,0,2,7.6,381246,0,0,0,2,316,126965,1,0,116,Stoke,Burnley,West Brom,Arsenal,Leicester,1.2,0.9,1.0,2.2,1.2,1.2,0.9,1.9,0.9,2.1,0.9,1.6,1.2,1.6,0.9,0.9,1.4,1.2,1.3,1.4,0.9,0.9,0.9,1.3,1.5,0.9,1.4,1.2,1.0,1.0,1.5,49.3
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2461,0,0,0,0,0,0,0,0.0,94,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,118,0,0,0,0,0,4,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4500000,1,1,0.0476190476190476,1.05820105820106e-08,2.22222222222222e-07,0,281,0,0,0,0,0,0,0,0.2,46,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,408,0,0,0,0,18,30,0,0,5,Everton,West Ham,Southampton,Swansea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Christopher,Schindler,DEF,HUD,4600000,0,32,4.6,1e-06,6.95652173913044e-06,0,105171,1,7,0,0,0,0,0,7.0,19468,1,0,32,-1,0.7,0,3.3,6,0,4,0,0,5.0,288325,0,0,0,2,630,10690,0,0,175,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,6.1,4.4,4.2,6.5,4.8,3.8,3.2,4.3,6.9,4.5,6.9,6.7,6.1,5.1,3.9,6.9,4.9,6.3,3.7,6.0,5.6,6.6,4.3,6.1,4.8,5.5,5.1,5.9,5.5,4.1,6.9,28.4
Jeffrey,Schlupp,DEF,CRY,4800000,1,5,0.23809523809523803,4.96031746031746e-08,1.04166666666667e-06,0,10200,1,10,0,0,0,0,0,1.0,592,-2,0,5,2,0.1,0,0.7,0,0,0,0,0,0.2,1081,0,0,0,0,343,80,0,0,40,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.0
Kasper,Schmeichel,GLK,LEI,5000000,10,33,4.7,9.4e-07,6.6e-06,0,61000,1,12,0,26,0,0,0,6.6,6984,0,0,33,0,0.9,0,4.7,6,0,2,0,0,4.3,77820,0,0,1,1,630,12804,0,0,157,West Brom,Swansea,Everton,Stoke,Man City,7.0,5.7,6.1,4.5,4.4,3.9,5.1,5.7,4.4,6.4,6.7,5.1,6.8,3.8,6.4,5.6,5.7,3.9,4.9,3.7,6.7,6.6,5.2,7.0,5.0,6.4,5.4,5.8,5.7,7.0,6.3,19.7
Morgan,Schneiderlin,MID,EVE,4900000,2,9,1.5,3.06122448979592e-07,1.8367346938775502e-06,0,37087,1,10,0,0,0,0,0,1.8,2608,-1,1,9,1,0.3,0,1.7,0,0,1,0,0,0.7,13238,0,0,0,0,509,1465,-1,1,74,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.8,1.9,0.8,0.8,1.0,0.9,1.7,1.0,0.8,0.8,1.1,0.8,0.8,0.8,0.8,0.9,1.1,1.3,0.8,1.4,0.9,0.8,1.2,0.8,0.8,1.2,1.4,1.3,0.8,0.8,0.8,15.6
Kyle,Scott,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,1802,0,0,0,0,0,0,0,0.0,520,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,2038,0,0,0,0,0,923,-1,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6000000,5,25,3.6,6e-07,4.16666666666667e-06,0,159432,1,11,0,0,0,1,0,4.2,23437,0,-1,25,0,0.7,0,4.3,2,0,0,0,2,4.7,189026,0,0,0,0,560,43251,1,0,112,Man City,Bournemouth,Watford,Leicester,Brighton,2.1,5.1,3.5,4.7,2.2,3.9,4.3,4.3,3.5,3.2,5.4,4.2,2.9,3.7,4.6,1.8,3.9,2.7,3.3,4.5,2.9,3.7,2.7,5.3,2.1,2.8,2.5,3.6,1.9,4.8,4.8,56.0
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,2832,0,0,0,0,0,0,0,0.0,333,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1391,0,0,0,0,0,183,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4900000,0,10,0.47619047619047605,9.718172983479108e-08,2.04081632653061e-06,0,53645,0,2,0,0,0,0,0,2.0,5538,-1,0,10,1,0.0,0,0.0,0,0,1,0,0,0.9,11049,0,0,0,0,270,41,0,0,45,Man City,Bournemouth,Watford,Leicester,Brighton,0.0,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,10.4
Jonjo,Shelvey,MID,NEW,5300000,6,6,0.28571428571428603,5.390835579514821e-08,1.13207547169811e-06,0,65258,0,3,0,0,0,0,0,1.1,2680,-2,0,6,2,0.5,0,2.7,1,0,0,0,1,0.5,6153,0,0,0,0,180,2635,0,1,20,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.2
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1392,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,47,0,0,0,0,0,1,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,16025,0,0,0,0,0,0,0,0.0,991,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,1139,0,0,0,0,0,156,0,0,0,Everton,West Ham,Southampton,Swansea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8200000,2,11,1.8,2.1951219512195102e-07,1.34146341463415e-06,0,256387,0,12,0,0,0,0,0,1.3,24326,-3,1,11,3,0.2,0,2.0,0,0,0,0,0,3.0,82418,0,0,0,0,479,2808,-1,0,59,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.9,2.5,0.9,0.9,1.3,1.3,2.2,1.3,0.9,0.9,1.5,1.2,0.9,1.1,1.0,1.2,1.5,1.7,0.9,1.8,1.2,1.0,1.7,0.9,0.9,1.5,1.8,1.7,0.9,1.1,0.9,39.2
Danny,Simpson,DEF,LEI,4500000,6,17,2.4,5.33333333333333e-07,3.77777777777778e-06,0,112220,0,12,0,0,0,0,0,3.8,11474,0,0,17,0,0.7,0,3.0,0,0,2,0,0,4.3,76488,0,0,0,0,630,13613,0,0,112,West Brom,Swansea,Everton,Stoke,Man City,2.9,2.1,2.3,1.5,1.5,1.3,1.8,2.1,1.5,2.5,3.4,1.8,2.8,1.2,2.5,2.0,2.1,1.3,1.7,1.2,2.7,2.6,1.9,3.3,1.8,2.5,2.0,2.2,2.9,3.3,2.4,18.3
