FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Almen,Abdi,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,156,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,66,0,250,0,0,0,5,0,0,0,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Adam,MID,STK,4700000,1,28,0.549019607843137,1.1681268251981599e-07,5.95744680851064e-06,0,9156,3,8,0,0,0,1,0,6.0,3396,-3,0,28,3,0.9,0,4.4,2,0,3,0,1,0.5,22612,0,109,0,0,672,4720,0,0,105,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Albert,Adomah,MID,MID,5400000,0,3,1.5,2.77777777777778e-07,5.55555555555556e-07,0,10042,0,2,0,0,0,0,0,0.6,16,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.0,706,0,0,0,0,122,9,0,0,6,Burnley,Man Utd,Leicester,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adrian,GLK,WHU,4800000,0,37,3.4,7.08333333333333e-07,7.70833333333333e-06,0,91456,1,20,0,37,0,0,0,7.7,3578,-2,0,37,2,0.0,0,0.0,3,0,3,0,0,2.1,53984,0,356,0,0,990,156,0,0,198,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,2.8,1.9,3.1,4.0,3.0,3.8,3.4,4.1,2.9,3.6,3.1,3.7,3.4,4.2,3.9,2.4,4.2,4.1,4.6,4.8,2.6
Ibrahim,Afellay,MID,STK,5400000,0,0,0.0,0.0,0.0,0,486,0,0,0,0,0,0,0,0.0,21,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,235,0,270,0,0,0,24,0,0,0,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benik,Afobe,FWD,BOU,5600000,1,26,2.0,3.5714285714285705e-07,4.64285714285714e-06,0,27171,0,6,0,0,0,1,0,4.6,3956,-4,0,26,4,0.6,0,3.6,1,0,1,0,2,0.6,22201,0,146,0,0,365,3178,0,0,61,Chelsea,Swansea,Arsenal,Hull City,Watford,1.0,1.5,1.8,1.7,2.0,2.0,1.0,2.0,1.2,1.0,2.2,2.3,1.0,1.2,1.5,1.0,1.8,1.1,1.7,2.4,1.2
Sergio,Aguero,FWD,MCI,12800000,0,74,6.2,4.84375e-07,5.78125e-06,0,2707707,3,13,0,0,0,10,0,5.8,31083,-2,0,74,2,0.2,1,2.2,16,0,2,0,1,17.4,1633055,0,789,0,4,1006,4049,0,1,284,Hull City,Liverpool,Burnley,Everton,Tottenham,0.0,7.8,9.3,7.4,8.8,7.6,8.7,6.7,7.9,7.5,8.1,8.8,8.0,6.6,8.7,7.0,8.5,7.8,8.2,9.3,7.7
Ola,Aina,DEF,CHE,4600000,0,1,0.0196078431372549,4.26257459505541e-09,2.1739130434782601e-07,0,4496,0,0,0,0,0,0,0,0.2,44,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,494,0,0,0,0,9,19,0,0,3,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,Ake,DEF,BOU,4400000,8,42,0.823529411764706,1.8716577540107e-07,9.54545454545455e-06,0,67620,0,14,0,0,0,3,0,9.5,16810,-1,0,42,1,1.1,0,5.0,6,0,2,0,0,5.3,200747,0,232,0,1,555,20744,0,0,183,Chelsea,Swansea,Arsenal,Hull City,Watford,0.0,0.4,0.8,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.4
Chuba,Akpom,FWD,ARS,5100000,0,0,0.0,0.0,0.0,0,8593,0,0,0,0,0,0,0,0.0,52,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1193,0,0,0,0,0,18,0,0,0,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Albrighton,MID,LEI,5000000,1,29,2.1,4.2e-07,5.7999999999999995e-06,0,57420,2,19,0,0,0,0,0,5.8,866,-5,0,29,5,0.3,0,1.6,0,0,4,0,0,0.7,10272,0,519,0,0,1005,297,0,0,159,Everton,West Ham,Middlesbrough,Chelsea,Southampton,2.0,1.7,1.1,1.4,1.0,1.0,1.8,1.0,1.2,1.9,1.0,1.0,1.6,2.7,1.0,1.0,1.7,1.0,2.1,1.0,2.1
Toby,Alderweireld,DEF,TOT,6300000,0,39,3.9,6.19047619047619e-07,6.190476190476191e-06,0,585994,0,4,0,0,0,0,0,6.2,13095,-2,0,39,2,0.3,0,1.6,0,0,5,0,0,9.7,84066,0,598,0,0,869,524,0,0,206,Southampton,Watford,Chelsea,West Brom,Man City,3.9,3.3,4.5,5.1,3.4,2.8,4.8,4.2,5.6,5.2,4.0,5.8,2.9,3.2,5.1,5.8,2.2,5.6,4.2,4.1,3.8
Trent,Alexander-Arnold,MID,LIV,4300000,0,1,0.0196078431372549,4.55996352029184e-09,2.3255813953488398e-07,0,1081,0,0,0,0,0,0,0,0.2,22,-2,0,1,2,0.0,0,0.2,0,0,0,0,0,0.0,909,0,0,0,0,1,13,0,0,1,Stoke,Man City,Sunderland,Man Utd,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Allen,MID,STK,5200000,7,72,4.5,8.653846153846149e-07,1.38461538461538e-05,0,506610,5,22,0,0,0,5,0,13.8,16082,2,0,72,-2,0.6,0,3.0,9,0,4,0,3,12.7,927686,0,132,0,1,1282,39640,0,0,312,Liverpool,Chelsea,Watford,Sunderland,Man Utd,2.9,3.6,5.6,5.5,4.9,5.3,4.4,4.4,3.2,5.0,3.7,3.9,4.7,4.3,3.4,5.0,4.5,4.7,4.0,3.4,4.0
Bamidele,Alli,MID,TOT,8100000,9,71,4.4,5.4320987654321e-07,8.765432098765429e-06,0,401926,2,9,0,0,0,4,0,8.8,7137,-4,0,71,4,0.7,0,5.6,5,0,6,0,4,5.1,153059,0,666,0,0,1209,6190,0,0,219,Southampton,Watford,Chelsea,West Brom,Man City,3.1,3.9,4.4,5.1,2.8,4.6,5.5,2.2,4.9,5.7,3.6,5.4,3.4,3.6,6.0,5.8,3.8,3.8,2.9,5.4,3.6
Ryan,Allsop,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,308,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1414,0,0,0,0,0,169,0,0,0,Chelsea,Swansea,Arsenal,Hull City,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos,Alonso,DEF,CHE,6400000,6,73,6.1,9.53125e-07,1.140625e-05,0,34057,1,2,0,0,0,1,0,11.4,4145,4,0,73,-4,0.8,0,5.4,3,0,9,0,2,9.2,388575,0,0,0,1,1026,29152,0,0,286,Bournemouth,Stoke,Tottenham,Leicester,Hull City,9.1,8.3,7.2,5.4,8.6,7.6,8.3,6.9,8.3,7.4,8.7,7.9,8.2,8.2,7.2,6.4,8.9,7.1,8.2,7.8,8.5
Daniel,Amartey,MID,LEI,4500000,10,37,2.6,5.77777777777778e-07,8.22222222222222e-06,0,7526,2,23,0,0,0,1,0,8.2,406,0,0,37,0,0.8,0,3.4,3,0,2,0,1,0.3,12894,0,23,0,1,1107,4577,0,0,175,Everton,West Ham,Middlesbrough,Chelsea,Southampton,2.8,2.4,1.6,2.0,1.3,1.3,2.5,1.4,1.7,2.6,1.3,1.3,2.3,3.5,1.3,1.5,2.4,1.4,2.9,1.3,2.8
Jordi,Amat,DEF,SWA,4100000,1,20,1.4,3.41463414634146e-07,4.8780487804877996e-06,0,218714,4,31,0,0,0,0,0,4.9,9386,1,0,20,-1,0.3,0,1.4,0,0,2,0,0,13.0,368233,0,63,0,0,1260,11377,0,0,217,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,1.6,1.3,0.9,1.6,1.0,1.3,0.7,0.9,0.7,1.2,0.9,0.8,0.9,1.2,1.2,0.7,1.3,0.7,1.1,0.7,1.0
Nordin,Amrabat,MID,WAT,5000000,2,42,2.6,5.2e-07,8.400000000000001e-06,0,9567,3,27,0,0,0,0,0,8.4,662,0,0,42,0,0.5,0,2.4,5,0,2,0,3,0.2,14036,0,74,0,0,1239,1537,0,0,174,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,2.0,2.2,1.7,2.4,1.4,1.3,3.1,1.8,2.2,2.4,1.3,1.7,3.4,2.2,1.3,2.4,1.7,1.5,1.8,1.6,1.8
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,2258,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1641,0,0,0,0,0,21,0,0,0,Watford,Arsenal,Swansea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Angelino,DEF,MCI,4300000,0,0,0.0,0.0,0.0,0,2235,0,0,0,0,0,0,0,0.0,57,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,826,0,0,0,0,0,38,0,0,0,Hull City,Liverpool,Burnley,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Anichebe,FWD,SUN,4700000,2,33,4.1,8.723404255319151e-07,7.021276595744679e-06,0,97284,1,8,0,0,0,3,0,7.0,15170,2,0,33,-2,0.3,0,1.6,5,0,2,0,1,4.5,274490,0,0,0,1,555,23094,0,0,128,Man Utd,Burnley,Liverpool,Stoke,West Brom,3.6,3.6,5.5,5.0,3.8,5.5,4.7,5.2,3.5,5.5,3.8,6.1,3.7,4.0,4.8,5.9,3.9,5.4,4.7,6.0,3.0
Michail,Antonio,MID,WHU,6700000,6,77,4.8,7.16417910447761e-07,1.14925373134328e-05,0,731259,4,25,0,0,0,7,0,11.5,16412,-3,0,77,3,0.5,0,3.6,4,0,5,0,2,9.3,901265,0,452,0,2,1373,29662,0,0,264,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,4.5,4.7,5.8,5.2,4.8,4.7,3.9,5.6,4.8,4.8,3.9,7.1,4.5,3.3,6.0,5.4,6.2,4.4,5.5,4.2,4.3
Ikechi,Anya,MID,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,5858,0,0,0,0,0,0,0,0.2,39,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,353,0,176,0,0,10,4,0,0,3,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvaro,Arbeloa,DEF,WHU,4600000,0,0,0.0,0.0,0.0,0,4794,3,9,0,0,0,0,0,0.0,124,-4,0,0,4,0.0,0,-0.2,0,0,0,0,0,0.1,4919,0,0,0,0,258,59,0,0,34,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Arfield,MID,BUR,5200000,2,37,2.3,4.4230769230769206e-07,7.115384615384621e-06,0,5853,3,20,0,0,0,1,0,7.1,146,-3,0,37,3,0.3,0,1.6,3,0,3,0,1,0.1,3278,0,0,0,1,1072,181,0,0,130,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,2.2,3.0,1.2,2.1,1.2,2.8,1.2,1.6,1.2,1.2,1.2,1.5,2.0,1.9,1.2,1.2,2.1,1.2,2.0,1.2,2.0
Marko,Arnautovic,MID,STK,7100000,0,36,2.4,3.38028169014085e-07,5.07042253521127e-06,0,88030,5,20,0,0,0,1,0,5.0,1953,-4,1,36,4,0.3,0,1.8,0,0,4,0,2,0.7,37811,0,528,0,0,1232,49,-1,1,131,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0.0,0.0,2.3,2.2,1.9,2.1,1.6,1.6,1.2,1.9,1.3,1.4,1.8,1.6,1.2,1.9,1.7,1.8,1.4,1.2,1.4
Harry,Arter,MID,BOU,5000000,2,40,2.4,4.8e-07,8e-06,0,13275,4,28,0,0,0,0,0,8.0,774,0,0,40,0,0.4,0,1.8,2,0,5,0,2,0.3,15463,0,188,0,0,1483,375,0,1,251,Chelsea,Swansea,Arsenal,Hull City,Watford,1.2,1.3,1.4,1.3,2.6,1.9,1.2,1.7,1.3,1.4,2.1,2.3,1.2,1.2,1.7,1.2,2.3,1.8,2.0,2.9,1.4
Takuma,Asano,FWD,ARS,4900000,0,0,0.0,0.0,0.0,0,4229,0,0,0,0,0,0,0,0.0,34,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,502,0,0,0,0,0,18,0,0,0,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Asoro,MID,SUN,4400000,0,1,0.0196078431372549,4.456327985739749e-09,2.2727272727272702e-07,0,522,0,0,0,0,0,0,0,0.2,9,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,453,0,0,0,0,10,5,0,0,3,Man Utd,Burnley,Liverpool,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Austin,FWD,SOU,6500000,0,59,4.5,6.92307692307692e-07,9.076923076923081e-06,0,837321,1,7,0,0,0,6,0,8.9,44951,0,1,59,0,0.3,0,2.0,10,0,6,0,1,3.3,866859,0,32,0,1,866,735,-1,0,211,Tottenham,West Brom,Everton,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,5.2,6.5,4.4,5.7,4.4,5.4,3.8,6.0,6.2,4.6,6.1,3.6,6.6,4.6,4.5,5.6
Daniel,Ayala,DEF,MID,4800000,0,20,0.3921568627450979,8.169934640522879e-08,4.16666666666667e-06,0,9612,2,5,0,0,0,1,0,4.1,237,-2,1,20,2,0.0,0,0.0,0,0,2,0,0,0.1,5709,0,0,0,0,390,38,-1,0,91,Burnley,Man Utd,Leicester,Watford,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andre,Ayew,MID,WHU,7100000,1,13,0.254901960784314,3.5901684617509e-08,1.83098591549296e-06,0,271635,0,8,0,0,0,0,0,1.8,450,-4,0,13,4,0.2,0,1.2,0,0,1,0,0,1.1,6290,0,524,0,0,361,93,0,0,30,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cesar,Azpilicueta,DEF,CHE,6500000,12,89,5.2,8e-07,1.3692307692307699e-05,0,263445,3,11,0,0,0,0,0,13.9,2437,5,-1,89,-5,1.0,0,6.6,15,0,10,0,2,19.8,540254,0,470,0,1,1530,78689,1,0,429,Bournemouth,Stoke,Tottenham,Leicester,Hull City,7.8,7.1,5.9,4.2,7.3,6.5,7.1,5.4,6.7,6.3,7.1,6.8,6.8,6.6,6.1,5.1,7.6,5.6,6.6,6.4,6.9
,Baba Rahman,DEF,CHE,5500000,0,0,0.0,0.0,0.0,0,1110,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,173,0,138,0,0,0,8,0,0,0,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Bailly,DEF,MUN,5300000,0,32,2.9,5.47169811320755e-07,6.037735849056599e-06,0,486083,3,10,0,0,0,0,0,6.0,7585,-2,0,32,2,0.1,0,0.4,7,0,3,0,0,6.3,191186,0,0,0,0,828,839,0,0,201,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,3.0,2.8,3.6,3.7,3.5,3.3,1.6,3.1,2.6,3.7,3.0,2.6,3.1,3.2,2.1,2.6,2.2,2.9,3.8,2.5,3.0
Leighton,Baines,DEF,EVE,5300000,2,44,4.0,7.54716981132075e-07,8.30188679245283e-06,0,400685,2,11,0,0,0,1,0,8.3,2978,-2,0,44,2,0.8,1,4.4,7,0,2,0,2,5.2,266227,0,212,0,0,974,8344,0,0,198,Leicester,Hull City,Southampton,Man City,Crystal Palace,2.4,4.2,6.0,4.9,4.3,4.8,5.9,3.8,5.1,3.6,5.2,5.5,4.6,3.0,4.7,5.7,4.5,4.6,3.5,5.2,4.8
Mario,Balotelli,FWD,LIV,6300000,0,0,0.0,0.0,0.0,0,11232,0,0,0,0,0,0,0,0.0,101,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1579,0,0,0,0,0,53,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,Bamford,FWD,BUR,5000000,0,5,0.0980392156862745,1.96078431372549e-08,1e-06,0,2742,0,1,0,0,0,0,0,1.0,98,0,0,5,0,0.0,0,0.2,0,0,0,0,0,0.0,3437,0,0,0,0,36,79,0,0,12,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Baptiste,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,3262,0,0,0,0,0,0,0,0.0,40,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2469,0,0,0,0,0,11,0,0,0,Burnley,Man Utd,Leicester,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Bardsley,DEF,STK,4300000,0,20,0.3921568627450979,9.119927040583671e-08,4.65116279069767e-06,0,8969,2,9,0,0,0,0,0,4.5,319,-2,1,20,2,0.0,0,0.0,0,0,2,0,0,0.1,6651,0,107,0,0,661,8,-1,0,105,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ross,Barkley,MID,EVE,7000000,1,49,3.3,4.71428571428571e-07,7.000000000000001e-06,0,628134,3,16,0,0,0,2,0,7.0,6557,-5,0,49,5,0.3,0,2.0,6,0,2,0,2,5.9,470972,0,654,0,0,1197,1254,0,0,169,Leicester,Hull City,Southampton,Man City,Crystal Palace,2.5,2.4,3.5,2.7,2.4,2.4,3.8,2.6,4.7,1.6,3.3,3.5,1.6,2.5,4.4,4.3,1.9,2.7,2.4,4.0,1.7
Ashley,Barnes,FWD,BUR,4400000,5,17,0.33333333333333304,7.575757575757571e-08,3.86363636363636e-06,0,29745,2,6,0,0,0,2,0,3.9,2919,-1,0,17,1,0.4,0,1.8,1,0,0,0,0,1.3,69819,0,0,0,0,312,13265,0,0,60,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Antonio,Barragan,DEF,MID,4600000,6,50,2.9,6.30434782608696e-07,1.0869565217391302e-05,0,27534,4,19,0,0,0,0,0,10.9,2160,1,0,50,-1,0.7,0,3.2,5,0,5,0,0,2.1,91703,0,0,0,0,1508,11677,0,0,307,Burnley,Man Utd,Leicester,Watford,West Ham,2.2,2.1,2.7,2.5,4.2,3.1,2.5,3.1,3.0,3.6,3.0,2.3,2.5,2.9,3.5,3.9,2.6,2.8,2.3,3.7,3.2
Modou,Barrow,FWD,SWA,5000000,1,33,1.9,3.8e-07,6.6e-06,0,82492,1,21,0,0,0,0,0,6.6,5775,0,0,33,0,0.3,0,1.6,0,0,4,0,2,1.5,107476,0,120,0,0,1092,6079,0,0,128,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,1.9,1.7,1.6,1.5,1.3,1.6,1.4,2.2,1.0,2.1,1.8,1.0,1.5,1.7,1.3,1.2,1.5,1.1,1.8,1.2,1.6
Gareth,Barry,MID,EVE,4500000,1,41,2.7,6e-07,9.11111111111111e-06,0,294277,6,19,0,0,0,2,0,9.1,8069,0,0,41,0,0.4,0,1.8,3,0,3,0,1,4.5,340530,0,418,0,0,1238,2925,0,0,199,Leicester,Hull City,Southampton,Man City,Crystal Palace,1.8,1.7,2.6,1.9,1.7,1.7,2.9,1.9,3.6,1.4,2.4,2.6,1.4,1.8,3.4,3.3,1.4,2.0,1.7,3.0,1.4
Borja,Baston,FWD,SWA,6800000,1,24,0.47058823529411803,6.9204152249135e-08,3.52941176470588e-06,0,9226,0,8,0,0,0,1,0,3.5,123,-2,0,24,2,0.2,0,1.2,1,0,1,0,2,0.0,6237,0,0,0,0,430,68,0,0,63,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michy,Batshuayi,FWD,CHE,8500000,1,18,1.8,2.11764705882353e-07,2.11764705882353e-06,0,105488,0,0,0,0,0,1,0,2.1,828,-5,0,18,5,0.0,0,0.4,1,0,0,0,1,1.4,56303,0,0,0,0,87,18169,0,0,52,Bournemouth,Stoke,Tottenham,Leicester,Hull City,1.5,1.3,0.9,1.2,2.0,1.2,1.3,1.1,1.8,1.3,1.5,1.2,1.6,1.5,0.9,1.1,1.4,1.1,1.3,1.2,1.7
Asmir,Begovic,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,5412,0,0,0,0,0,0,0,0.0,104,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,1261,0,150,0,0,0,38,0,0,0,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valon,Behrami,MID,WAT,4500000,1,27,1.8,4e-07,6e-06,0,13767,6,23,0,0,0,0,0,6.0,342,0,0,27,0,0.2,0,0.8,0,0,3,0,0,0.2,11920,0,127,0,0,1293,206,0,0,153,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,1.1,1.2,0.9,1.3,0.9,0.9,1.8,1.0,1.2,1.3,0.9,0.9,2.0,1.2,0.9,1.4,0.9,0.9,1.0,0.9,0.9
Hector,Bellerin,DEF,ARS,6400000,1,55,3.9,6.09375e-07,8.59375e-06,0,833013,0,16,0,0,0,0,0,8.6,7426,-1,0,55,1,0.3,0,1.6,7,0,4,0,3,16.2,309728,0,541,0,1,1236,10055,0,0,258,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,4.6,4.5,4.2,3.9,5.2,4.7,3.8,5.0,4.6,4.9,4.1,4.4,4.3,5.6,4.7,4.2,4.5,4.0,3.5,5.2,4.7
Yohan,Benalouane,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,7562,0,0,0,0,0,0,0,0.0,106,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1338,0,15,0,0,0,14,0,0,0,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,4122,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,447,0,29,0,0,0,6,0,0,0,Southampton,Watford,Chelsea,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saido,Berahino,FWD,WBA,6000000,0,6,1.5,2.5e-07,1e-06,0,43422,1,2,0,0,0,0,0,1.0,300,-5,0,6,5,0.0,0,0.0,0,0,2,0,0,0.4,10585,0,226,0,0,243,61,0,0,-3,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0.0,0.0,0.0,0.8,1.3,0.9,1.0,0.9,1.1,1.2,0.8,1.0,0.8,0.8,1.1,1.2,1.0,1.5,0.8,0.8,1.1
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,75,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,28,0,55,0,0,0,2,0,0,0,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
