FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Gaetan,Bong,DEF,BHA,4400000,0,34,1.4166666666666698,3.21969696969697e-07,7.727272727272729e-06,0,10327,1,15,0,0,0,0,0,7.7,523,-1,0,34,1,0.1,0,0.3,3,0,4,0,0,0.2,10756,0,0,0,1,990,264,0,0,204,Southampton,West Ham,Stoke,Swansea,Arsenal,0.8,1.4,0.7,0.9,1.2,0.7,0.7,0.9,1.3,1.4,1.0,0.8,1.0,0.7,20.4
Wilfried,Bony,FWD,SWA,5700000,1,31,1.29166666666667,2.2660818713450304e-07,5.43859649122807e-06,0,83530,2,8,0,0,0,2,0,5.4,1044,-3,0,31,3,0.1,0,0.7,3,0,2,0,1,0.2,87117,0,0,0,0,680,834,0,0,96,Arsenal,Leicester,Burnley,Brighton,West Ham,0.8,0.7,0.7,0.6,0.8,0.6,0.8,0.6,0.6,0.9,0.6,0.6,0.8,1.1,38.9
Artur,Boruc,GLK,BOU,4100000,0,0,0.0,0.0,0.0,0,150749,0,0,0,0,0,0,0,0.0,1610,-4,1,0,4,0.0,0,0.0,0,0,0,0,0,1.3,6143,0,0,0,0,0,334,-1,0,0,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,1,45,1.875,3.28947368421053e-07,7.89473684210526e-06,0,20460,1,22,0,0,0,2,0,7.9,697,-3,0,45,3,0.2,0,1.3,2,0,1,0,1,0.2,16287,0,0,0,0,992,525,0,0,185,Brighton,West Brom,Liverpool,Burnley,Stoke,1.4,1.2,1.0,1.1,1.3,1.3,1.5,1.0,0.9,1.1,1.0,1.4,1.4,0.9,87.1
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,176959,0,0,0,0,0,0,0,0.0,2697,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.7,73464,0,0,0,0,0,5847,0,0,0,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5300000,0,56,2.3333333333333304,4.40251572327044e-07,1.05660377358491e-05,0,210326,3,12,0,0,0,1,0,10.6,705,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.5,198881,0,0,0,1,1277,49,0,0,216,Newcastle,Man City,Swansea,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,1.5,1.6,1.6,1.6,1.8,1.5,2.0,1.3,2.1,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.0416666666666667,9.05797101449275e-09,2.1739130434782601e-07,0,38568,0,0,0,0,0,0,0,0.2,370,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.4,8119,0,0,0,0,44,155,0,0,4,West Brom,Burnley,Leicester,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4300000,0,20,0.833333333333333,1.93798449612403e-07,4.65116279069767e-06,0,143683,3,12,0,0,0,1,0,4.7,695,-2,0,20,2,0.0,0,0.0,0,0,2,0,0,0.5,115123,0,0,0,0,704,16,0,1,129,Stoke,Chelsea,West Ham,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.375,8.52272727272727e-08,2.04545454545455e-06,0,8431,1,1,0,0,0,0,0,2.0,55,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4005,0,0,0,0,269,28,0,0,25,Arsenal,Leicester,Burnley,Brighton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.666666666666667,1.28205128205128e-07,3.07692307692308e-06,0,3798,0,8,0,0,0,0,0,3.1,32,-3,0,16,3,0.1,0,0.3,0,0,0,0,0,0.0,621,0,0,0,0,302,15,0,0,60,Southampton,West Ham,Stoke,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
,Bruno,DEF,BHA,4500000,0,65,3.3,7.33333333333333e-07,1.44444444444444e-05,0,68916,3,19,0,0,0,0,0,14.4,7840,0,0,65,0,0.2,0,0.7,5,0,8,0,0,1.5,132470,0,0,0,0,1635,5799,0,0,336,Southampton,West Ham,Stoke,Swansea,Arsenal,3.2,4.5,2.9,3.5,4.1,2.1,2.4,3.4,4.3,3.8,3.7,3.1,3.7,2.8,44.7
Chris,Brunt,MID,WBA,5000000,2,40,1.6666666666666698,3.3333333333333304e-07,8e-06,0,133048,2,6,0,0,0,0,0,7.8,373,-5,1,40,5,0.5,0,2.7,4,0,6,0,3,0.5,120129,0,0,0,0,858,210,-1,0,192,Man City,Southampton,Chelsea,Huddersfield,Watford,0.8,1.1,0.8,1.6,0.8,1.1,0.9,1.1,1.4,0.8,0.9,0.9,1.0,0.8,65.2
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,612,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,93,0,0,0,0,0,2,0,0,0,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,4900000,0,12,0.5,1.0204081632653099e-07,2.44897959183673e-06,0,3496,0,6,0,0,0,0,0,2.4,27,-6,1,12,6,0.1,0,0.3,0,0,0,0,1,0.0,3645,0,0,0,0,159,10,-1,0,35,Man City,Southampton,Chelsea,Huddersfield,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.0
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,525,0,0,0,0,0,0,0,0.0,308,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2571,0,0,0,0,0,1260,0,0,0,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Butcher,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,72,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,102,0,0,0,0,0,22,0,0,0,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,5000000,9,64,3.0,6e-07,1.28e-05,0,142330,0,43,0,76,0,0,0,12.8,2525,0,0,64,0,1.0,0,5.0,5,0,3,0,0,2.3,106808,0,0,0,1,1890,10300,0,0,385,Watford,Bournemouth,Brighton,Leicester,Southampton,3.5,2.2,4.0,2.0,2.8,2.7,2.8,2.1,3.1,2.9,3.4,2.5,4.4,2.3,53.9
Sam,Byram,DEF,WHU,4200000,1,1,0.0416666666666667,9.920634920634921e-09,2.38095238095238e-07,0,9183,0,0,0,0,0,0,0,0.2,116,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,2083,0,0,0,0,1,329,0,0,3,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,4800000,7,7,0.29166666666666696,6.07638888888889e-08,1.4583333333333299e-06,0,5938,0,0,0,3,0,0,0,1.5,1580,-2,0,7,2,0.5,0,2.3,0,0,1,0,0,0.2,8546,0,0,0,0,90,7109,0,0,29,Bournemouth,Watford,West Brom,Man Utd,Man City,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,2,48,2.4,4.52830188679245e-07,9.0566037735849e-06,0,32161,4,25,0,0,0,0,0,8.9,813,-2,1,48,2,0.2,0,1.0,3,0,4,0,3,0.2,17713,0,0,0,0,1512,123,-1,0,282,West Ham,Newcastle,Everton,Tottenham,Man Utd,1.4,2.2,1.9,1.8,1.6,1.3,1.5,1.7,1.7,2.2,1.5,2.0,1.4,2.4,109.6
Gary,Cahill,DEF,CHE,6200000,0,53,2.2083333333333304,3.5618279569892503e-07,8.548387096774189e-06,0,592001,0,12,0,0,0,0,0,8.5,6627,-3,0,53,3,0.1,0,0.7,2,0,7,0,0,2.7,80002,0,0,0,0,1256,665,0,1,285,Bournemouth,Watford,West Brom,Man Utd,Man City,1.8,2.1,2.0,1.4,1.4,3.2,1.8,1.9,2.5,1.9,2.3,1.5,2.2,1.6,39.8
Dominic,Calvert-Lewin,FWD,EVE,5300000,0,68,3.0,5.66037735849057e-07,1.28301886792453e-05,0,849446,3,21,0,0,0,3,0,12.6,110444,3,1,68,-3,0.1,0,0.7,3,0,6,0,6,7.3,1183026,0,0,0,1,1548,6969,-1,0,189,Leicester,Arsenal,Crystal Palace,Watford,Burnley,3.4,1.7,3.5,2.8,2.3,3.6,2.9,2.9,3.0,2.4,3.3,2.3,3.4,2.3,100.2
Geoff,Cameron,DEF,STK,4300000,1,23,0.958333333333333,2.2286821705426398e-07,5.34883720930233e-06,0,39009,1,24,0,0,0,0,0,5.3,738,-2,0,23,2,0.2,0,1.0,0,0,1,0,0,0.3,28954,0,0,0,0,1137,418,0,0,163,Watford,Bournemouth,Brighton,Leicester,Southampton,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,1.1,0.5,29.3
Emre,Can,MID,LIV,4800000,2,56,2.9,6.04166666666667e-07,1.1666666666666698e-05,0,499976,6,24,0,0,0,1,0,11.7,5190,-2,0,56,2,0.4,0,2.0,4,0,5,0,4,3.7,318183,0,0,0,0,1523,4753,0,0,344,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,2.1,2.4,2.2,2.9,3.0,1.4,2.5,1.9,2.6,3.1,2.1,2.9,1.8,2.9,83.3
Etienne,Capoue,MID,WAT,4800000,0,20,0.833333333333333,1.73611111111111e-07,4.16666666666667e-06,0,294301,1,10,0,0,0,1,0,4.2,1135,-7,1,20,7,0.1,0,0.7,0,0,0,0,1,1.2,39367,0,0,0,0,367,128,-1,0,89,Stoke,Chelsea,West Ham,Everton,West Brom,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,24.0
Michael,Carrick,MID,MUN,4200000,0,0,0.0,0.0,0.0,0,105335,0,0,0,0,0,0,0,0.0,1178,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.9,75615,0,0,0,0,0,1585,0,0,0,Tottenham,Huddersfield,Newcastle,Chelsea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,2,57,2.6,4.72727272727273e-07,1.03636363636364e-05,0,8180,1,31,0,0,0,1,0,10.4,1032,0,0,57,0,0.5,0,3.0,4,0,3,0,3,0.1,12262,0,0,0,0,1422,723,0,0,252,Stoke,Chelsea,West Ham,Everton,West Brom,1.9,1.8,1.9,2.9,2.5,1.6,1.4,2.4,2.0,2.0,2.2,1.5,2.3,1.3,80.0
Guido,Carrillo,FWD,SOU,6500000,0,0,0.0,0.0,0.0,0,819,0,0,0,0,0,0,0,0.0,819,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7744,0,0,0,0,0,7744,0,0,0,Brighton,West Brom,Liverpool,Burnley,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,Carroll,FWD,WHU,5800000,0,25,2.1,3.62068965517241e-07,4.31034482758621e-06,0,95184,5,12,0,0,0,2,0,4.3,9509,-2,0,25,2,0.5,0,3.0,3,0,3,0,1,0.4,103042,0,0,0,1,695,212,0,1,71,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.0,1.0,2.4,1.0,1.6,1.4,2.1,49.8
Tom,Carroll,MID,SWA,4300000,1,57,2.5,5.81395348837209e-07,1.32558139534884e-05,0,525466,3,28,0,0,0,0,0,13.3,17199,-2,0,57,2,0.4,0,1.7,3,0,6,0,3,5.1,502066,0,0,0,0,1806,19102,0,0,282,Arsenal,Leicester,Burnley,Brighton,West Ham,2.4,1.6,2.0,1.6,2.2,1.8,2.0,1.2,1.8,2.8,1.2,1.8,2.0,2.1,90.2
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,691,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,371,0,0,0,0,0,1,0,0,0,Man Utd,Liverpool,Arsenal,Crystal Palace,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0416666666666667,9.46969696969697e-09,2.2727272727272702e-07,0,1078,0,0,0,0,0,0,0,0.2,8,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,274,0,0,0,0,19,5,0,0,4,Stoke,Chelsea,West Ham,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2201,0,0,0,0,0,0,0,0.0,52,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,795,0,0,0,0,0,23,0,0,0,Swansea,Everton,Tottenham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5400000,3,87,3.6,6.66666666666667e-07,1.6111111111111098e-05,0,218797,1,31,0,57,0,0,0,16.1,6118,-1,0,87,1,0.4,0,2.3,4,0,9,0,0,5.0,132534,0,0,0,0,2160,13879,0,0,437,Swansea,Everton,Tottenham,Man City,Brighton,2.7,4.0,2.6,3.8,3.3,4.8,2.4,4.8,4.6,2.8,5.2,2.5,4.6,2.7,45.9
,Cedric,DEF,SOU,4700000,2,42,2.3,4.8936170212766e-07,8.936170212765961e-06,0,694165,1,23,0,0,0,0,0,8.9,2753,-3,0,42,3,0.1,0,0.7,0,0,4,0,0,2.5,241518,0,0,0,0,1534,7325,0,0,243,Brighton,West Brom,Liverpool,Burnley,Stoke,2.6,1.6,2.2,2.0,2.3,1.8,1.7,2.1,1.5,2.3,1.5,1.8,1.3,1.6,60.7
Nacer,Chadli,MID,WBA,5600000,0,13,0.5416666666666671,9.67261904761905e-08,2.32142857142857e-06,0,39254,1,2,0,0,0,1,0,2.3,105,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9634,0,0,0,1,174,12,0,0,30,Man City,Southampton,Chelsea,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.5,1.19047619047619e-07,2.8571428571428602e-06,0,199471,1,7,0,0,0,0,0,2.9,1065,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.7,126669,0,0,0,0,429,682,0,0,37,Stoke,Chelsea,West Ham,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.6
,Chamberlain,MID,LIV,5700000,2,66,2.75,4.82456140350877e-07,1.1578947368421099e-05,0,267704,1,21,0,0,0,3,0,11.6,22830,-3,0,66,3,0.9,0,5.3,4,0,3,0,3,4.3,306555,0,0,0,0,1217,61588,0,0,309,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,1.9,2.2,2.0,2.7,2.7,1.4,2.3,1.7,2.3,2.8,1.9,2.6,1.6,2.7,123.4
Calum,Chambers,DEF,ARS,4700000,0,5,0.208333333333333,4.4326241134751795e-08,1.0638297872340401e-06,0,22895,1,6,0,0,0,0,0,1.1,1393,-3,0,5,3,0.2,0,1.0,0,0,0,0,0,0.2,8771,0,0,0,0,340,374,0,0,56,Swansea,Everton,Tottenham,Man City,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.0
,Chicharito,FWD,WHU,6700000,8,59,3.3,4.92537313432836e-07,8.805970149253729e-06,0,1816167,3,23,0,0,0,5,0,8.8,8653,-3,0,59,3,0.4,0,2.8,9,0,5,0,1,6.9,1139030,0,0,0,2,1066,29303,0,0,183,Crystal Palace,Brighton,Watford,Liverpool,Swansea,4.0,2.8,3.8,2.3,2.8,3.4,3.4,3.8,2.0,4.4,2.0,3.3,2.8,4.0,78.1
Benjamin,Chilwell,DEF,LEI,4300000,6,34,1.4166666666666698,3.29457364341085e-07,7.906976744186051e-06,0,41429,0,13,0,0,0,0,0,7.9,5108,-2,0,34,2,0.7,0,3.0,0,0,4,0,0,1.1,75146,0,0,0,0,997,29449,0,1,190,Everton,Swansea,Man City,Stoke,Bournemouth,0.7,0.9,0.7,1.1,0.9,0.7,1.2,0.9,0.9,0.8,1.0,1.5,1.3,0.7,31.5
Hamza,Choudhury,MID,LEI,4400000,0,1,0.0416666666666667,9.46969696969697e-09,2.2727272727272702e-07,0,219,0,0,0,0,0,0,0,0.2,26,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,273,0,0,0,0,7,30,0,0,2,Everton,Swansea,Man City,Stoke,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,6,88,3.8,7.037037037037041e-07,1.62962962962963e-05,0,602593,2,39,0,0,0,4,0,16.3,13762,-1,0,88,1,0.6,0,3.0,9,0,3,0,5,4.1,771504,0,0,0,2,1765,60658,0,0,266,Watford,Bournemouth,Brighton,Leicester,Southampton,3.8,3.5,4.3,2.9,3.4,2.8,5.2,2.7,3.6,3.0,3.9,2.3,4.2,4.0,140.1
Andreas,Christensen,DEF,CHE,5500000,1,61,3.4,6.18181818181818e-07,1.10909090909091e-05,0,290778,0,10,0,0,0,0,0,10.9,38304,0,1,61,0,0.2,0,1.0,3,0,7,0,0,3.8,472335,0,0,0,0,1337,13542,-1,0,327,Bournemouth,Watford,West Brom,Man Utd,Man City,3.5,3.9,3.9,2.8,2.8,4.9,3.5,3.6,4.5,3.6,4.3,3.0,4.1,3.1,40.0
Ciaran,Clark,DEF,NEW,4400000,3,60,3.3,7.5e-07,1.3636363636363601e-05,0,211429,3,28,0,0,0,2,0,13.6,7670,-1,0,60,1,0.8,0,3.7,6,0,4,0,1,2.4,275060,0,0,0,1,1565,26090,0,0,296,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,3.7,4.1,3.4,2.8,3.2,3.6,2.9,4.1,2.6,3.9,2.4,3.6,3.8,3.9,62.5
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18579,0,0,0,0,0,0,0,0.0,67,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4014,0,0,0,0,0,5,0,0,0,Brighton,West Brom,Liverpool,Burnley,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,0,55,2.5,5e-07,1.1e-05,0,95673,1,33,0,0,0,1,0,11.0,2470,0,0,55,0,0.1,1,0.7,3,0,5,0,2,0.5,102278,0,0,0,1,1829,32,0,1,290,Stoke,Chelsea,West Ham,Everton,West Brom,1.7,1.7,1.7,2.7,2.3,1.5,1.3,2.2,1.9,1.9,2.0,1.4,2.1,1.2,90.1
Sam,Clucas,MID,SWA,4700000,3,36,2.1,4.4680851063829794e-07,7.65957446808511e-06,0,5586,1,17,0,0,0,1,0,7.7,68,-3,0,36,3,0.5,0,2.3,0,0,3,0,0,0.0,6174,0,0,0,0,1128,111,0,0,170,Arsenal,Leicester,Burnley,Brighton,West Ham,1.8,1.2,1.5,1.2,1.7,1.3,1.5,1.0,1.4,2.2,1.0,1.3,1.5,1.6,29.9
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,27620,0,0,0,0,0,0,0,0.0,111,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1334,0,0,0,0,0,16,0,0,0,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,103612,0,0,0,0,0,0,0,0.0,2859,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,1.2,112147,0,0,0,0,0,3217,0,0,0,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,3900000,0,0,0.0,0.0,0.0,0,56542,0,0,0,0,0,0,0,0.0,4529,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.6,89637,0,0,0,0,0,49159,0,0,0,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,0,0,0.0,0.0,0.0,0,8907,0,0,0,0,0,0,0,0.0,151,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,1472,0,0,0,0,0,364,0,0,0,Leicester,Arsenal,Crystal Palace,Watford,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Collins,DEF,WHU,4300000,1,23,0.958333333333333,2.2286821705426398e-07,5.34883720930233e-06,0,21517,2,8,0,0,0,1,0,5.3,849,-2,0,23,2,0.2,0,0.8,0,0,2,0,0,0.3,19346,0,0,0,0,597,2004,0,0,116,Crystal Palace,Brighton,Watford,Liverpool,Swansea,1.1,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,29.0
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,39566,0,6,0,0,0,0,0,1.6,665,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15746,0,0,0,0,164,10,0,0,35,Swansea,Everton,Tottenham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Jack,Cork,MID,BUR,4600000,2,64,2.7,5.8695652173913e-07,1.39130434782609e-05,0,310029,5,21,0,0,0,1,0,13.9,9838,1,0,64,-1,0.4,0,2.0,3,0,10,0,1,3.1,415159,0,0,0,0,2160,7033,0,0,346,Newcastle,Man City,Swansea,Southampton,Everton,2.3,1.4,2.5,2.3,3.1,1.9,2.0,2.1,2.0,2.3,1.9,2.5,1.7,2.6,74.6
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66071,0,0,0,0,0,0,0,0.0,83,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.3,2402,0,0,0,0,0,4,0,0,0,Bournemouth,Watford,West Brom,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5500000,0,99,4.3,7.81818181818182e-07,1.8e-05,0,709527,1,16,0,46,0,0,0,18.0,78802,0,0,99,0,0.4,0,2.3,2,0,12,0,0,12.0,451046,0,0,0,0,2070,10578,0,0,428,Bournemouth,Watford,West Brom,Man Utd,Man City,4.9,5.4,5.4,4.0,4.1,6.2,4.9,5.1,6.1,5.0,5.9,4.3,5.6,4.5,34.1
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1707404,0,14,0,0,0,7,0,11.3,16481,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.9,1531071,0,0,0,4,1109,16,0,0,381,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.0833333333333333,2.08333333333333e-08,5e-07,0,21930,0,7,0,0,0,0,0,0.5,718,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.3,23868,0,0,0,0,179,80,0,0,35,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Aaron,Cresswell,DEF,WHU,5100000,2,71,3.2,6.274509803921571e-07,1.3921568627451e-05,0,198229,3,34,0,0,0,0,0,13.9,24436,1,0,71,-1,0.5,0,2.5,8,0,6,0,4,3.7,363393,0,0,0,0,1839,10155,0,0,358,Crystal Palace,Brighton,Watford,Liverpool,Swansea,4.7,3.1,3.9,2.8,2.5,3.7,3.5,3.7,3.1,3.9,2.3,3.0,2.2,3.1,83.2
Peter,Crouch,FWD,STK,4900000,1,48,2.5,5.102040816326529e-07,9.79591836734694e-06,0,289866,1,18,0,0,0,3,0,9.8,18477,-1,0,48,1,0.3,0,1.7,4,0,0,0,2,3.4,334666,0,0,0,0,925,13213,0,0,161,Watford,Bournemouth,Brighton,Leicester,Southampton,2.5,2.1,2.7,1.8,2.1,2.1,2.7,1.3,2.2,1.8,2.2,1.5,2.7,1.8,66.2
Josh,Cullen,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,88,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,240,0,0,0,0,0,107,0,0,0,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
