FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ragnar,Klavan,DEF,LIV,4600000,0,5,1.3,2.82608695652174e-07,1.08695652173913e-06,0,37868,0,6,0,0,0,0,0,1.1,383,-4,1,5,4,0.0,0,0.0,0,0,0,0,0,0.4,8186,0,0,0,0,271,69,-1,0,56,West Ham,Middlesbrough,Everton,Stoke,Man City,1.4,0.6,0.6,1.2,0.7,0.6,0.6,0.9,0.8,0.7,1.0,0.6,1.4,1.2,0.6,1.1,1.3,0.9,0.7,1.0,0.6,1.2,0.9,0.9
Aleksandar,Kolarov,DEF,MCI,5800000,1,25,1.9,3.27586206896552e-07,4.31034482758621e-06,0,123197,4,13,0,0,0,0,0,4.3,4322,-2,0,25,2,0.3,0,1.7,0,0,2,0,0,3.5,46003,1,429,0,0,1112,1394,0,0,184,Leicester,Watford,Arsenal,Hull City,Liverpool,1.0,1.5,2.2,1.6,1.9,1.8,1.2,1.6,2.1,1.4,1.4,1.1,1.1,1.8,2.4,2.5,1.2,1.6,1.5,1.6,1.5,1.5,1.3,1.5
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0714285714285714,1.2106537530266299e-08,5.084745762711859e-07,0,17011,1,1,0,0,0,0,0,0.5,526,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.4,4921,0,173,0,0,114,112,0,0,13,Leicester,Watford,Arsenal,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0714285714285714,1.4005602240896397e-08,5.882352941176471e-07,0,64047,0,0,0,0,0,0,0,0.6,550,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.8,12688,0,289,0,0,46,299,0,0,9,Watford,Arsenal,Liverpool,Leicester,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4400000,2,21,1.8,4.09090909090909e-07,4.77272727272727e-06,0,65216,1,20,0,0,0,0,0,4.8,1070,-1,0,21,1,0.6,0,2.7,0,0,1,0,0,1.2,18446,0,176,0,0,1080,1154,0,0,167,Swansea,Chelsea,Watford,Man Utd,Burnley,1.1,1.3,1.6,0.9,0.9,2.4,1.9,1.2,1.7,1.2,1.9,0.9,1.2,1.1,1.9,1.1,0.9,1.2,2.2,2.0,2.0,1.2,1.5,0.9
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0.0,0.0,0.0,0,5349,0,0,0,0,0,0,0,0.0,111,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,466,0,0,0,0,0,22,0,0,0,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6600000,1,59,4.5,6.81818181818182e-07,8.93939393939394e-06,0,181786,2,10,0,0,0,2,0,8.9,26328,6,0,59,-6,0.3,0,1.7,8,0,4,0,0,21.5,740006,0,493,0,2,1170,17597,0,0,310,Stoke,Everton,Man City,West Brom,Crystal Palace,5.7,4.9,5.1,5.5,5.4,5.4,5.5,6.1,5.3,4.7,5.6,5.6,5.7,4.9,5.8,4.4,6.0,5.8,5.5,5.0,5.0,4.3,6.3,5.8
Cheikhou,Kouyate,MID,WHU,5100000,0,28,2.2,4.313725490196079e-07,5.49019607843137e-06,0,81051,1,24,0,0,0,0,0,5.5,3042,-4,0,28,4,0.3,0,1.3,0,0,3,0,0,0.9,17686,0,498,0,0,1170,58,0,0,169,Liverpool,Burnley,Hull City,Swansea,Leicester,0.0,2.3,1.7,1.5,1.5,1.8,1.5,1.6,1.2,1.2,1.5,1.5,1.3,1.1,2.4,1.4,1.1,1.7,1.8,2.0,1.4,1.5,1.2,1.2
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,3586,0,0,0,0,0,0,0,0.0,98,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,6588,0,0,0,0,0,150,0,0,0,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,937,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,781,0,0,0,0,0,7,0,0,0,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,20116,0,0,0,0,0,0,0,0.0,369,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,2943,0,0,0,0,0,22,0,0,0,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7000000,1,60,1.42857142857143,2.04081632653061e-07,8.571428571428571e-06,0,597327,1,15,0,0,0,3,0,8.6,10997,0,0,60,0,0.0,0,0.3,8,0,2,0,5,7.9,649116,0,416,0,2,788,33360,0,0,231,West Ham,Middlesbrough,Everton,Stoke,Man City,0.8,0.7,0.7,0.8,0.7,0.7,0.7,0.9,0.7,0.7,0.8,0.7,0.7,1.3,0.7,1.1,1.1,0.7,0.7,0.8,0.7,1.0,0.7,1.0
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,7792,0,0,0,0,0,0,0,0.2,62,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1176,0,72,0,0,13,15,0,0,3,Chelsea,Swansea,Man Utd,Arsenal,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.666666666666667,1.01010101010101e-07,4.24242424242424e-06,0,513405,1,2,0,0,0,1,0,4.2,5047,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,4.0,301630,0,519,0,0,595,103,0,0,93,Man Utd,Hull City,Burnley,Southampton,Watford,0.0,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Manuel,Lanzini,MID,WHU,6400000,2,43,1.02380952380952,1.5997023809523801e-07,6.71875e-06,0,17730,1,21,0,0,0,3,0,6.7,1649,-1,0,43,1,0.6,0,4.0,5,0,3,0,0,0.3,24737,0,381,0,1,835,1408,0,0,197,Liverpool,Burnley,Hull City,Swansea,Leicester,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,0,0,0.0,0.0,0.0,0,824,1,1,0,0,0,0,0,0.0,11,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,212,0,58,0,0,45,44,0,0,1,Swansea,Chelsea,Watford,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Leadbitter,MID,MID,4800000,0,2,0.0476190476190476,9.920634920634921e-09,4.1666666666666704e-07,0,447,0,0,0,0,0,0,0,0.4,15,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.0,188,0,0,0,0,30,4,0,0,6,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4500000,6,28,0.666666666666667,1.48148148148148e-07,6.22222222222222e-06,0,27210,0,12,0,0,0,1,0,6.2,862,0,0,28,0,0.4,0,2.0,1,0,2,0,1,0.6,22323,0,121,0,0,667,1225,0,0,129,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4400000,0,18,0.42857142857142894,9.74025974025974e-08,4.09090909090909e-06,0,13473,0,6,0,0,0,0,0,4.1,425,-1,0,18,1,0.1,0,0.3,0,0,2,0,1,0.2,12751,0,56,0,0,287,87,0,0,76,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4300000,0,8,0.19047619047619,4.4296788482835e-08,1.86046511627907e-06,0,22690,0,2,0,0,0,0,0,1.9,835,-2,0,8,2,0.0,0,0.0,0,0,0,0,1,0.4,19150,0,28,0,0,86,84,0,0,27,Chelsea,Swansea,Man Utd,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,49038,0,0,0,0,0,0,0,0.0,2085,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.6,54914,0,0,0,0,0,2888,0,0,0,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,7,0.166666666666667,3.03030303030303e-08,1.2727272727272698e-06,0,11512,0,3,0,0,0,0,0,1.3,174,-5,1,7,5,0.2,0,1.3,0,0,0,0,0,0.2,1512,0,278,0,0,179,72,-1,0,37,Watford,Arsenal,Liverpool,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2413,0,1,0,0,0,0,0,0.3,14,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,173,0,180,0,0,69,6,0,0,12,Swansea,Chelsea,Watford,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5700000,0,17,0.404761904761905,7.101086048454469e-08,2.98245614035088e-06,0,38509,0,7,0,0,0,0,0,3.0,1111,-3,0,17,3,0.1,0,0.7,0,0,2,0,1,0.4,10914,0,318,0,0,418,267,0,0,76,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,1,26,1.9,3.9583333333333297e-07,5.41666666666667e-06,0,4816,2,29,0,0,0,0,0,5.4,159,-2,0,26,2,0.4,0,1.7,0,0,1,0,1,0.1,2662,0,0,0,0,1180,69,0,1,195,Crystal Palace,Tottenham,West Ham,Man City,Everton,1.1,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.2,1.0,1.0,1.8,1.2,1.3,1.0,1.2,1.3,1.0,1.1,1.4,1.0,2.0,1.1,1.1
Fernando,Llorente,FWD,SWA,6100000,1,40,3.6,5.9016393442623e-07,6.55737704918033e-06,0,144047,0,22,0,0,0,3,0,6.6,3909,-4,0,40,4,0.9,0,5.3,4,0,1,0,2,1.6,95324,0,0,0,1,768,13366,0,0,125,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,4.7,3.7,3.8,4.6,4.3,4.2,3.4,3.7,4.1,4.4,4.8,3.1,4.9,4.8,3.1,3.6,4.1,4.3,3.7,3.6,3.6,4.4,3.9,3.7
Hugo,Lloris,GLK,TOT,5500000,6,47,3.9,7.09090909090909e-07,8.54545454545455e-06,0,209922,0,9,0,23,0,0,0,8.5,6304,0,0,47,0,0.5,0,3.0,1,0,5,0,0,7.0,159427,0,419,0,0,1024,9166,0,0,214,Man Utd,Hull City,Burnley,Southampton,Watford,2.9,5.1,5.5,3.9,3.8,4.4,5.1,3.5,2.9,4.6,4.3,5.5,5.4,4.0,5.6,3.2,3.8,4.9,5.8,2.4,5.4,4.6,4.0,4.1
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.0238095238095238,4.668534080298789e-09,1.9607843137254898e-07,0,3726,0,0,0,0,0,0,0,0.2,35,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,350,0,68,0,0,9,9,0,0,3,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,31031,0,0,0,0,0,0,0,0.0,342,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,4239,0,0,0,0,0,93,0,0,0,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,2117,0,0,0,0,0,0,0,0.0,347,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5648,0,0,0,0,0,470,0,0,0,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,1,11,1.1,1.8032786885245898e-07,1.8032786885245899e-06,0,439334,1,6,0,0,0,0,0,1.8,1769,-4,0,11,4,0.2,0,1.0,0,0,0,0,0,3.2,56450,0,435,0,0,366,4839,0,0,27,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0.6,0.6,0.6,0.7,0.6,0.6,0.6,1.0,0.7,0.9,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.8,0.6,1.0,0.6,0.6,0.6
Donald,Love,DEF,SUN,4000000,0,4,0.0952380952380952,2.38095238095238e-08,1e-06,0,90759,1,5,0,0,0,0,0,1.0,4605,0,0,4,0,0.1,0,0.3,0,0,0,0,0,4.2,216788,0,3,0,0,198,2525,0,0,37,Swansea,Chelsea,Watford,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan,Lovren,DEF,LIV,5100000,0,40,3.6,7.058823529411759e-07,7.84313725490196e-06,0,119456,3,15,0,0,0,2,0,7.8,9184,1,0,40,-1,0.7,0,3.7,2,0,3,0,0,7.2,277820,0,248,0,0,990,14479,0,0,218,West Ham,Middlesbrough,Everton,Stoke,Man City,5.3,3.2,2.7,5.0,3.8,2.4,2.5,4.2,4.0,3.6,4.6,2.0,5.0,5.1,3.0,4.9,5.3,4.2,3.5,4.5,3.2,5.1,4.1,4.1
Matthew,Lowton,DEF,BUR,4500000,0,29,2.2,4.88888888888889e-07,6.444444444444439e-06,0,17598,4,21,0,0,0,0,0,6.4,1456,0,0,29,0,0.0,0,0.0,2,0,3,0,0,0.8,31970,0,0,0,0,1170,366,0,0,214,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,2.8,2.0,1.1,2.1,2.1,1.2,2.7,2.4,2.1,1.3,2.0,1.5,1.3,1.8,1.1,2.4,2.7,1.3,1.1,1.8,1.4,2.4,1.3,3.0
Leiva,Lucas,MID,LIV,4400000,2,8,0.19047619047619,4.32900432900433e-08,1.81818181818182e-06,0,7739,1,6,0,0,0,0,0,1.8,298,-1,0,8,1,0.2,0,1.0,0,0,0,0,0,0.2,8302,0,253,0,0,286,260,0,0,49,West Ham,Middlesbrough,Everton,Stoke,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,3831,0,0,0,0,0,0,0,0.0,201,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4565,0,0,0,0,0,168,0,0,0,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,9400000,1,73,5.6,5.95744680851064e-07,7.76595744680851e-06,0,917875,2,14,0,0,0,7,0,7.7,136743,4,1,73,-4,0.1,0,1.3,13,0,3,0,3,25.8,1584264,0,754,0,2,1106,59747,-1,0,259,Watford,Arsenal,Liverpool,Leicester,Hull City,5.9,7.3,8.4,5.6,6.4,8.3,8.0,6.4,5.9,8.4,6.0,8.4,5.2,7.8,8.2,5.8,5.7,8.4,8.4,6.2,7.4,6.5,7.9,6.1
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,3673,0,0,0,0,0,0,0,0.0,57,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,181,0,3,0,0,0,16,0,0,0,Burnley,Leicester,Southampton,Chelsea,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,534,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,597,0,0,0,0,0,28,0,0,0,Leicester,Watford,Arsenal,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,0,8,1.1,2.5e-07,1.81818181818182e-06,0,1238,0,14,0,0,0,0,0,1.8,55,-1,0,8,1,0.0,0,0.0,0,0,0,0,1,0.0,1498,0,0,0,0,378,18,0,0,84,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.6,0.6,0.9,0.6,0.8,0.6,0.9,0.6,0.6,1.1,1.1,0.8,0.6,0.6,0.6,1.0,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.7
Riyad,Mahrez,MID,LEI,9000000,2,50,3.6,4e-07,5.55555555555556e-06,0,781998,2,20,0,0,0,3,0,5.6,20389,-5,0,50,5,0.7,1,6.3,4,0,3,0,2,10.0,111617,0,994,0,0,1083,1651,0,0,177,Man City,Bournemouth,Stoke,Everton,West Ham,3.1,2.1,2.6,4.5,3.7,3.0,3.3,2.2,2.3,4.2,2.8,3.1,4.0,1.9,2.2,3.7,5.2,2.1,2.4,3.6,2.4,4.3,2.1,4.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0238095238095238,5.291005291005289e-09,2.22222222222222e-07,0,40,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,54,0,0,0,0,2,6,0,0,5,Stoke,Everton,Man City,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4400000,0,15,0.3571428571428571,8.11688311688312e-08,3.40909090909091e-06,0,78753,0,5,0,0,0,1,0,3.4,1747,-1,0,15,1,0.0,0,0.0,2,0,0,0,1,0.8,88092,0,0,0,1,151,38,0,0,55,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steve,Mandanda,GLK,CRY,4400000,0,19,2.1,4.772727272727271e-07,4.31818181818182e-06,0,106838,0,17,0,24,0,0,0,4.3,5688,-1,0,19,1,0.0,0,0.0,0,0,0,0,0,2.8,41724,0,0,0,0,810,76,0,0,120,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.1,1.6,1.7,2.2,1.6,1.8,1.9,1.8,1.3,1.7,2.6,1.6,2.2,2.2,1.5,1.9,1.2
Sadio,Mane,MID,LIV,9300000,11,81,6.2,6.66666666666667e-07,8.709677419354841e-06,0,522702,1,12,0,0,0,7,0,8.7,49817,3,0,81,-3,0.7,0,6.7,5,0,4,0,4,19.7,723907,0,635,0,1,1117,63990,0,0,264,West Ham,Middlesbrough,Everton,Stoke,Man City,7.9,7.1,5.5,7.8,6.9,6.7,6.7,8.3,7.1,6.4,7.8,6.4,6.0,9.3,5.5,9.0,9.0,6.4,6.0,7.8,6.7,8.7,5.6,8.5
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,19970,0,0,0,0,0,0,0,0.0,93,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,759,0,235,0,0,0,27,0,0,0,Leicester,Watford,Arsenal,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,4928,0,0,0,0,0,0,0,0.0,228,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,8742,0,0,0,0,0,320,0,0,0,West Ham,Middlesbrough,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4300000,0,3,0.0714285714285714,1.6611295681063102e-08,6.976744186046509e-07,0,31247,0,4,0,4,0,0,0,0.7,307,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.4,4224,0,210,0,0,180,69,0,0,25,Swansea,Chelsea,Watford,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier,Manquillo,DEF,SUN,4400000,1,11,1.4,3.18181818181818e-07,2.5e-06,0,1663,1,12,0,0,0,0,0,2.5,66,-1,0,11,1,0.1,0,0.3,0,0,0,0,0,0.0,2213,0,0,0,0,636,19,0,0,64,Swansea,Chelsea,Watford,Man Utd,Burnley,0.7,0.9,1.1,0.7,0.7,1.7,1.3,0.8,1.1,0.8,1.3,0.7,0.8,0.7,1.3,0.7,0.7,0.8,1.6,1.4,1.4,0.8,1.0,0.7
,Marc Wilson,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,38174,0,0,0,0,0,0,0,0.0,1438,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.6,31368,0,14,0,0,0,338,0,0,0,Burnley,Leicester,Southampton,Chelsea,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,9038,0,0,0,0,0,0,0,0.0,969,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,21704,0,0,0,0,0,144,0,0,0,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,LIV,5400000,0,0,0.0,0.0,0.0,0,2985,0,0,0,0,0,0,0,0.0,18,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,271,0,0,0,0,0,14,0,0,0,West Ham,Middlesbrough,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,2,35,2.5,5.55555555555556e-07,7.777777777777781e-06,0,34094,4,21,0,0,0,1,0,7.8,2284,0,0,35,0,0.7,0,3.0,1,0,3,0,1,0.9,57568,0,0,0,0,1190,3042,0,0,187,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,2.7,1.2,1.2,2.4,3.3,1.2,2.5,1.2,3.2,1.4,1.9,1.3,1.4,1.2,1.7,2.1,2.2,1.6,1.2,2.5,1.2,2.2,1.2,2.2
