FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3504,0,0,0,0,0,0,0,0.0,35,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2764,0,27,0,0,0,16,0,0,0,Man City,Everton,Bournemouth,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,0,59,3.1,6.2e-07,1.18e-05,0,116888,0,25,0,31,0,0,0,11.8,1107,-5,0,59,5,0.0,0,0.0,3,0,4,0,0,1.3,122675,0,0,1,1,1710,105,0,0,309,Liverpool,Arsenal,Chelsea,Hull City,Southampton,4.2,3.6,2.8,3.7,3.2,0.0,2.9,3.5,3.1,2.5
Miguel,Britos,DEF,WAT,4300000,0,49,2.2,5.11627906976744e-07,1.13953488372093e-05,0,37867,6,33,0,0,0,0,0,11.4,1037,-2,0,49,2,0.7,0,3.0,5,0,4,0,2,0.8,65463,0,205,0,1,1928,6422,0,1,322,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,2.0,2.0,2.5,1.2,2.1,1.6,2.8,1.1,1.2,1.9
Leon,Britton,MID,SWA,4400000,0,20,0.23809523809523803,5.4112554112554095e-08,4.54545454545455e-06,0,3939,2,22,0,0,0,0,0,4.5,23,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1845,0,166,0,0,802,12,0,0,133,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,88,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,106,0,0,0,0,0,0,0,0,0,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,103953,0,0,0,0,0,0,0,0.0,2717,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,135822,0,22,0,0,0,129,0,0,0,Hull City,Liverpool,Man Utd,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,7031,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4633,0,0,0,0,0,16,0,0,0,Everton,West Ham,Middlesbrough,Man City,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5100000,1,77,0.916666666666667,1.79738562091503e-07,1.5098039215686301e-05,0,87477,4,24,0,0,0,3,0,15.1,17892,1,0,77,-1,0.3,0,1.3,10,0,3,0,3,3.9,242819,0,230,0,2,1648,914,0,0,332,Arsenal,Man Utd,Watford,Southampton,Liverpool,0.7,0.5,0.5,0.6,0.8,0.0,0.5,0.5,0.5,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2658,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2463,0,0,0,0,0,2,0,0,0,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4500000,0,0,0.0,0.0,0.0,0,146469,0,0,0,0,0,0,0,0.0,206,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.8,3788,0,341,0,0,0,17,0,0,0,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,4,14,0.166666666666667,3.96825396825397e-08,3.3333333333333304e-06,0,32004,3,12,0,0,0,0,0,3.3,152,-3,0,14,3,0.4,0,1.7,0,0,1,0,1,0.3,14640,0,39,0,0,529,973,0,0,97,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,0,34,0.404761904761905,8.61195542046606e-08,7.23404255319149e-06,0,31345,0,4,0,13,0,0,0,7.2,1044,-3,0,34,3,1.4,0,6.5,1,0,4,0,0,0.7,40779,0,45,0,0,720,2868,0,0,156,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2
Yohan,Cabaye,MID,CRY,5600000,0,57,0.6785714285714279,1.2117346938775498e-07,1.01785714285714e-05,0,136807,6,35,0,0,0,2,0,10.2,320,-4,0,57,4,1.0,1,5.5,4,0,4,0,2,1.1,28819,0,397,0,1,1571,418,0,0,291,Watford,Chelsea,Southampton,Arsenal,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,30,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,158,0,0,0,0,0,48,0,0,0,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6500000,0,127,4.7,7.23076923076923e-07,1.95384615384615e-05,0,250138,2,20,0,0,0,3,0,19.5,5774,5,0,127,-5,0.3,0,2.0,12,0,13,0,0,14.3,558326,1,283,0,2,2423,12288,0,0,560,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,5.4,6.4,5.8,5.6,4.4,0.0,4.3,6.3,5.5,5.9
Jonathan,Calleri,FWD,WHU,6600000,0,13,0.154761904761905,2.34487734487734e-08,1.96969696969697e-06,0,3338,0,3,0,0,0,1,0,2.0,113,-4,0,13,4,0.0,0,0.0,0,0,0,0,0,0.0,3182,0,0,0,0,205,30,0,0,30,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,422060,0,25,0,0,0,6,0,10.3,899,-5,1,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354503,0,165,0,0,1361,79,-1,0,170,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0.0,0.0,0.0,0.0,0.0,3.4,3.1,3.5,4.2,2.8
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,5,0.0595238095238095,1.32275132275132e-08,1.11111111111111e-06,0,1846,0,1,0,0,0,0,0,1.1,29,0,0,5,0,0.1,0,0.3,0,0,0,0,0,0.0,2075,0,0,0,0,65,72,0,0,7,Hull City,Liverpool,Man Utd,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4200000,0,33,0.3928571428571429,9.353741496598641e-08,7.857142857142861e-06,0,24164,0,11,0,0,0,0,0,7.9,541,-3,0,33,3,1.0,0,4.3,2,0,4,0,0,0.4,23025,0,293,0,0,819,6523,0,0,172,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.14285714285714302,3.24675324675325e-08,2.7272727272727298e-06,0,75145,0,3,0,0,0,1,0,2.7,1355,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.1,85551,0,12,0,0,120,1285,0,0,47,Watford,Chelsea,Southampton,Arsenal,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5060,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,470,0,175,0,0,0,11,0,0,0,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,9,72,0.857142857142857,1.8237082066869301e-07,1.53191489361702e-05,0,171970,5,21,0,0,0,4,0,15.3,2593,-3,0,72,3,1.2,0,5.7,9,0,4,0,2,1.8,171331,0,399,0,1,1471,12429,0,0,301,Man City,Everton,Bournemouth,Stoke,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4500000,0,100,3.7,8.22222222222222e-07,2.22222222222222e-05,0,1511800,3,44,0,0,0,5,0,22.2,55403,0,0,100,0,0.4,0,2.0,14,0,4,0,2,24.8,2241248,0,347,0,3,2356,10610,0,0,411,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,5.0,3.9,2.0,4.0,3.6,3.0,3.2,2.6,3.1
Baily,Cargill,DEF,BOU,4000000,0,1,0.0119047619047619,2.9761904761904804e-09,2.5e-07,0,245,0,0,0,0,0,0,0,0.3,102,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,1100,0,0,0,0,13,126,0,0,5,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4200000,0,23,0.273809523809524,6.519274376417231e-08,5.47619047619048e-06,0,116645,1,7,0,0,0,0,0,5.3,2265,-3,1,23,3,0.2,0,1.0,0,0,3,0,0,1.5,120860,0,275,0,0,892,1367,-1,0,158,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,Carroll,FWD,WHU,6300000,2,51,3.6,5.714285714285711e-07,8.09523809523809e-06,0,510592,2,19,0,0,0,6,0,8.1,26741,-2,0,51,2,0.2,0,1.3,5,0,3,0,0,4.5,407344,0,381,0,1,979,9784,0,0,197,Leicester,Hull City,Arsenal,Swansea,Sunderland,5.0,4.1,3.4,4.6,4.0,3.9,3.2,4.3,4.7,3.2
Tom,Carroll,MID,SWA,4300000,2,23,0.273809523809524,6.36766334440753e-08,5.34883720930233e-06,0,27727,0,10,0,0,0,0,0,5.3,5484,-2,0,23,2,0.8,0,3.3,1,0,1,0,2,1.7,90164,0,93,0,0,600,4108,0,0,113,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1906,0,0,0,0,0,0,0,0.0,11,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,868,0,0,0,0,0,12,0,0,0,Southampton,Burnley,Swansea,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,11,0.130952380952381,3.0454042081949104e-08,2.55813953488372e-06,0,18868,3,16,0,0,0,0,0,2.6,43,-2,0,11,2,0.1,0,0.5,0,0,0,0,0,0.2,4237,0,335,0,0,802,24,0,0,92,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4200000,0,3,0.0357142857142857,8.50340136054422e-09,7.142857142857141e-07,0,6305,1,3,0,0,0,0,0,0.7,50,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,2454,0,246,0,0,175,53,0,0,17,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,4.8,6.85714285714286e-07,5.4285714285714306e-06,0,372549,2,5,0,0,0,2,0,5.4,151,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330090,0,259,0,0,618,18,0,0,159,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5400000,0,89,3.4,6.2962962962963e-07,1.64814814814815e-05,0,478390,2,31,0,78,0,0,0,16.5,5116,-1,0,89,1,0.4,0,2.0,0,0,8,0,0,13.2,293180,1,409,0,0,2340,1737,0,0,462,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,3.5,3.6,4.7,4.0,3.1,0.0,2.7,3.0,3.5,3.8
,Cedric,DEF,SOU,4800000,0,64,3.4,7.08333333333333e-07,1.3333333333333301e-05,0,151892,2,23,0,0,0,0,0,13.3,1871,-2,0,64,2,0.0,0,0.0,11,0,6,0,1,1.7,166421,0,320,0,1,1547,2447,0,0,377,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,2.5,4.7,4.3,3.4,3.7,0.0,4.4,3.8,3.0,4.5
Nacer,Chadli,MID,WBA,6000000,2,92,1.0952380952381,1.82539682539683e-07,1.53333333333333e-05,0,301738,1,22,0,0,0,5,0,15.3,13095,-5,0,92,5,0.5,0,3.0,8,0,5,0,5,2.0,354221,0,173,0,2,1528,1582,0,0,287,Arsenal,Man Utd,Watford,Southampton,Liverpool,0.5,0.5,0.5,0.5,0.5,0.0,0.8,0.5,0.5,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.11904761904761901,2.64550264550265e-08,2.22222222222222e-06,0,937,1,0,0,0,0,0,0,2.2,4,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,1002,0,0,0,0,79,5,0,0,35,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,0,62,0.7380952380952379,1.27257799671593e-07,1.06896551724138e-05,0,154440,0,16,0,0,0,2,0,10.7,1144,-2,0,62,2,0.3,0,2.0,2,0,3,0,4,1.2,118996,0,186,0,1,1144,270,0,0,299,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.4,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,0,66,3.5,7.95454545454545e-07,1.4999999999999999e-05,0,270866,4,23,0,0,0,1,0,15.0,11195,-1,0,66,1,0.0,0,0.0,6,0,6,0,1,4.0,289445,0,70,0,0,1710,644,0,0,398,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.0,0.0,4.4,4.8,3.8,3.8,3.1,4.7,4.0
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4610,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,172,0,85,0,0,0,5,0,0,0,Arsenal,Man Utd,Watford,Southampton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,9,0.107142857142857,2.4916943521594702e-08,2.09302325581395e-06,0,8714,1,5,0,0,0,0,0,2.1,94,-2,0,9,2,0.1,0,0.5,0,0,1,0,0,0.1,4247,0,0,0,0,316,47,0,0,58,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3453,0,0,0,0,0,0,0,0.0,32,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2991,0,2,0,0,0,21,0,0,0,Man City,Everton,Bournemouth,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7000000,0,85,3.4,4.857142857142861e-07,1.21428571428571e-05,0,887664,6,42,0,0,0,9,0,12.1,5556,-5,1,85,5,0.2,2,1.5,7,0,4,0,1,4.3,933531,0,315,0,1,2174,8607,-1,0,226,Watford,Chelsea,Southampton,Arsenal,Leicester,3.8,2.6,3.5,3.4,4.5,3.6,4.4,3.6,4.5,3.3
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5521,0,0,0,0,0,0,0,0.0,61,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6719,0,0,0,0,0,3,0,0,0,Everton,West Ham,Middlesbrough,Man City,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,25,0.297619047619048,6.46997929606625e-08,5.43478260869565e-06,0,4428,3,14,0,0,0,0,0,5.4,24,-4,0,25,4,0.2,0,1.0,0,0,1,0,1,0.1,2406,0,183,0,0,848,12,0,0,115,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1
Adam,Clayton,MID,MID,4300000,0,46,2.0,4.65116279069767e-07,1.06976744186047e-05,0,57265,6,22,0,0,0,0,0,10.7,2152,-2,0,46,2,0.2,0,1.0,0,0,7,0,1,0.9,74969,0,0,0,0,1814,380,0,0,292,Man Utd,Swansea,Hull City,Burnley,Arsenal,1.4,1.1,1.4,2.2,1.1,1.0,1.1,1.0,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,0,30,0.3571428571428571,7.00280112044818e-08,5.88235294117647e-06,0,10549,3,20,0,0,0,0,0,5.9,221,-4,0,30,4,0.3,0,1.5,0,0,0,0,2,0.2,5217,0,241,0,0,961,73,0,0,161,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gael,Clichy,DEF,MCI,5200000,0,61,3.8,7.307692307692309e-07,1.1730769230769198e-05,0,59709,0,16,0,0,0,1,0,11.7,377,-3,0,61,3,1.4,0,7.5,8,0,5,0,0,1.2,32574,0,166,0,2,1354,1695,0,0,339,Liverpool,Arsenal,Chelsea,Hull City,Southampton,5.4,4.7,3.8,4.9,4.3,0.0,3.9,4.7,4.2,3.5
Sam,Clucas,MID,HUL,4700000,2,57,2.1,4.4680851063829794e-07,1.21276595744681e-05,0,5644,6,50,0,0,0,1,0,12.1,975,-3,0,57,3,0.8,0,3.7,2,0,3,0,1,0.1,7132,0,0,0,0,2319,320,0,1,346,Everton,West Ham,Middlesbrough,Man City,Stoke,1.0,1.2,2.0,1.0,1.0,2.2,1.0,2.3,1.2,1.6
Nathaniel,Clyne,DEF,LIV,5800000,2,87,3.2,5.51724137931035e-07,1.4999999999999999e-05,0,504063,0,34,0,0,0,0,0,15.0,15823,3,0,87,-3,0.3,0,1.7,9,0,7,0,2,9.6,460908,0,387,0,1,2430,1611,0,0,524,Man City,Everton,Bournemouth,Stoke,West Brom,2.8,3.7,4.3,2.9,3.0,4.0,2.3,4.2,3.7,3.8
Seamus,Coleman,DEF,EVE,6100000,6,127,5.1,8.360655737704921e-07,2.08196721311475e-05,0,262277,3,28,0,0,0,4,0,21.2,5803,6,-1,127,-6,1.0,0,6.3,15,0,9,0,4,19.2,924701,0,327,0,4,2226,52258,1,0,524,Hull City,Liverpool,Man Utd,Leicester,Burnley,7.6,5.7,4.7,6.8,7.4,6.0,7.1,5.5,6.8,5.9
James,Collins,DEF,WHU,4200000,0,32,0.38095238095238104,9.0702947845805e-08,7.61904761904762e-06,0,361556,1,17,0,0,0,1,0,7.6,2018,-3,0,32,3,0.0,0,0.0,3,0,2,0,0,3.7,346480,0,217,0,1,845,473,0,0,185,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.0238095238095238,5.6689342403628106e-09,4.76190476190476e-07,0,33502,0,3,0,0,0,0,0,0.5,753,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.8,25021,0,0,0,0,80,651,0,0,10,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Cook,DEF,BOU,4800000,0,76,2.7,5.625e-07,1.58333333333333e-05,0,128935,5,54,0,0,0,2,0,15.8,3956,-2,0,76,2,0.4,0,1.7,12,0,6,0,0,2.5,193747,1,443,0,1,2520,2341,0,0,554,Swansea,Southampton,Liverpool,Chelsea,Tottenham,2.8,2.4,2.7,2.9,1.7,2.9,1.8,3.3,3.1,1.5
Francis,Coquelin,MID,ARS,4300000,0,42,1.9,4.4186046511627905e-07,9.76744186046512e-06,0,165913,4,24,0,0,0,0,0,9.8,2506,-2,0,42,2,0.0,0,0.0,1,0,4,0,1,2.0,145889,0,246,0,0,1478,1025,0,0,253,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,1.0,1.0,1.0,1.1,1.1,0.0,1.0,1.2,1.0,1.4
Jack,Cork,MID,SWA,4600000,2,40,1.7,3.69565217391304e-07,8.69565217391304e-06,0,4424,6,45,0,0,0,0,0,8.7,53,-4,0,40,4,0.4,0,1.7,0,0,2,0,1,0.1,1816,2,376,0,0,1866,29,0,0,283,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0.8,1.3,1.0,0.8,1.1,1.2,0.9,1.2,1.2,1.1
,Costa,FWD,CHE,10700000,0,154,6.2,5.79439252336449e-07,1.4392523364485998e-05,0,2339714,5,20,0,0,0,17,0,14.7,11898,12,-2,154,-12,0.7,1,7.5,22,0,11,0,7,39.3,3531563,0,533,0,3,2212,250379,2,0,564,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,6.9,8.3,8.5,7.4,7.1,0.0,6.2,8.8,7.1,9.1
Thibaut,Courtois,GLK,CHE,5900000,0,110,4.1,6.94915254237288e-07,1.86440677966102e-05,0,325135,1,20,0,52,0,0,0,18.6,5824,4,0,110,-4,0.3,0,2.0,0,0,13,0,0,15.6,478015,0,230,0,1,2430,6653,0,0,477,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,4.4,5.4,4.8,4.7,3.5,0.0,3.5,5.2,4.5,4.9
Philippe,Coutinho,MID,LIV,8300000,1,98,1.16666666666667,1.40562248995984e-07,1.18072289156627e-05,0,2339924,2,22,0,0,0,6,0,11.8,67871,3,0,98,-3,0.4,0,3.7,11,0,4,0,6,18.1,2211619,0,459,0,2,1514,6425,0,0,367,Man City,Everton,Bournemouth,Stoke,West Brom,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8
Aaron,Cresswell,DEF,WHU,5200000,1,44,2.3,4.4230769230769206e-07,8.46153846153846e-06,0,29153,2,26,0,0,0,0,0,8.5,1865,-3,0,44,3,0.3,0,1.3,1,0,4,0,1,0.5,33433,0,514,0,0,1649,416,0,1,258,Leicester,Hull City,Arsenal,Swansea,Sunderland,2.0,1.8,2.2,2.1,1.5,2.1,2.0,2.4,2.9,1.3
Peter,Crouch,FWD,STK,4800000,0,59,3.1,6.45833333333333e-07,1.22916666666667e-05,0,239450,0,19,0,0,0,4,0,12.3,24470,-2,1,59,2,0.4,0,2.0,6,0,3,0,3,4.9,402479,0,47,0,2,1020,6398,-1,0,184,Chelsea,Leicester,Burnley,Liverpool,Hull City,2.9,2.7,2.3,4.0,4.3,3.1,3.6,2.7,3.3,2.6
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,53905,0,0,0,0,0,0,0,0.0,38,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,754,0,8,0,0,0,5,0,0,0,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4662,0,0,0,0,0,0,0,0.0,26,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1062,0,0,0,0,0,12,0,0,0,Leicester,Hull City,Arsenal,Swansea,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,1,95,4.0,7.843137254901959e-07,1.86274509803922e-05,0,546792,1,40,0,0,0,3,0,18.6,11321,1,0,95,-1,0.3,0,1.3,12,0,6,0,3,8.5,707582,0,491,0,4,2160,9721,0,0,499,Swansea,Southampton,Liverpool,Chelsea,Tottenham,4.9,4.3,4.6,5.0,3.3,5.1,3.5,5.6,5.3,2.9
Scott,Dann,DEF,CRY,5200000,0,59,2.8,5.384615384615379e-07,1.1346153846153801e-05,0,289146,2,36,0,0,0,3,0,11.3,890,-3,0,59,3,0.2,0,1.0,4,0,2,0,1,2.5,109570,0,480,0,2,1730,953,0,0,302,Watford,Chelsea,Southampton,Arsenal,Leicester,2.5,2.5,2.9,3.3,2.6,3.2,2.9,2.7,3.1,2.2
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2165,0,0,0,0,0,0,0,0.0,24,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,990,0,0,0,0,0,26,0,0,0,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,0,35,0.4166666666666671,8.33333333333333e-08,7.000000000000001e-06,0,83962,2,5,0,0,0,0,0,7.0,182,-5,0,35,5,0.0,0,0.0,3,0,4,0,0,0.6,33933,0,257,0,0,762,58,0,0,169,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6300000,0,95,4.1,6.50793650793651e-07,1.5079365079365101e-05,0,135739,5,16,0,0,0,1,0,15.1,3684,3,0,95,-3,0.2,0,1.5,4,0,12,0,0,5.1,283116,0,0,0,1,2070,4279,0,0,470,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,4.4,5.4,4.8,4.7,3.5,0.0,3.5,5.2,4.5,4.9
Ben,Davies,DEF,TOT,4700000,0,32,0.38095238095238104,8.105369807497469e-08,6.80851063829787e-06,0,18724,1,7,0,0,0,0,0,6.8,762,-3,0,32,3,1.2,0,5.5,1,0,3,0,1,1.1,51168,0,192,0,0,761,21666,0,0,175,Southampton,Burnley,Swansea,Watford,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,4900000,0,36,1.6,3.26530612244898e-07,7.346938775510201e-06,0,109343,3,46,0,0,0,0,0,7.3,244,-1,0,36,1,0.0,0,0.0,3,0,1,0,2,1.4,99504,1,0,0,1,1941,59,0,0,341,Everton,West Ham,Middlesbrough,Man City,Stoke,0.8,1.7,1.4,0.9,0.9,1.2,1.0,1.2,1.2,1.5
