FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW38Forecast
Arthur,Masuaku,DEF,WHU,4700000,0,34,0.306306306306306,6.517155453325669e-08,7.23404255319149e-06,0,25654,1,24,0,0,0,0,0,7.2,0,-3,0,34,3,0,0,0,7,0,3,0,1,0.1,19205,0,0,0,0,972,0,0,0,253,Burnley,,,,,0.2
Juan,Mata,MID,MUN,7200000,0,102,4.1,5.69444444444444e-07,1.41666666666667e-05,0,387152,3,16,0,0,0,6,0,14.2,0,-3,0,102,3,0,0,0,14,0,10,0,3,2.0,365444,1,586,0,1,1614,0,0,0,457,Crystal Palace,,,,,3.9
Nemanja,Matic,MID,CHE,4800000,0,105,3.0,6.25e-07,2.1875e-05,0,291262,4,24,0,0,0,1,0,21.9,0,-2,0,105,2,0,0,0,1,0,15,0,8,3.9,326634,0,373,0,0,2694,0,0,0,550,Sunderland,,,,,3.6
Joel,Matip,DEF,LIV,5400000,6,97,3.3,6.11111111111111e-07,1.7962962962963e-05,0,152752,3,25,0,0,0,1,0,18.0,0,-1,0,97,1,0,0,0,7,0,9,0,0,3.2,189764,0,0,0,0,2457,0,0,0,557,Middlesbrough,,,,,3.8
Adam,Matthews,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,1486,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,434,0,4,0,0,0,0,0,0,0,Chelsea,,,,,0.0
Alfie,Mawson,DEF,SWA,4600000,2,94,3.5,7.608695652173909e-07,2.04347826086957e-05,0,61720,1,45,0,0,0,4,0,20.4,0,1,0,94,-1,0,0,0,9,0,7,0,0,1.9,141691,2,0,0,3,2430,0,0,0,541,West Brom,,,,,4.6
Dieumerci,Mbokani,FWD,HUL,5400000,0,27,0.24324324324324303,4.5045045045045e-08,5e-06,0,8157,0,16,0,0,0,0,0,5.0,0,-1,0,27,1,0,0,0,0,0,3,0,2,0.0,8383,0,0,0,0,764,0,0,0,43,Tottenham,,,,,0.1
James,McArthur,MID,CRY,4700000,2,93,0.837837837837838,1.7826336975273102e-07,1.97872340425532e-05,0,203344,5,39,0,0,0,5,0,19.8,0,-3,0,93,3,0,0,0,8,0,3,0,3,1.0,228956,0,282,0,1,1999,0,0,0,363,Man Utd,,,,,0.4
Gareth,McAuley,DEF,WBA,5000000,0,131,3.6,7.2e-07,2.62e-05,0,1012775,5,45,0,0,0,6,0,26.2,0,5,0,131,-5,0,0,0,14,0,7,0,1,24.7,1560638,1,339,0,4,3140,0,0,0,576,Swansea,,,,,3.2
Oliver,McBurnie,FWD,SWA,4500000,0,5,0.0450450450450451,1.001001001001e-08,1.11111111111111e-06,0,6027,0,5,0,0,0,0,0,1.1,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,7060,0,0,0,0,82,0,0,0,17,West Brom,,,,,0.0
Alex,McCarthy,GLK,SOU,4300000,0,0,0.0,0.0,0.0,0,6053,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,840,0,82,0,0,0,0,0,0,0,Stoke,,,,,0.0
James,McCarthy,MID,EVE,4700000,0,23,0.207207207207207,4.40866398313207e-08,4.8936170212766e-06,0,15886,2,10,0,0,0,1,0,4.9,0,-3,0,23,3,0,0,0,0,0,0,0,1,0.2,6679,0,365,0,0,613,0,0,0,100,Arsenal,,,,,0.1
James,McClean,MID,WBA,4800000,1,52,0.468468468468469,9.75975975975976e-08,1.0833333333333301e-05,0,13907,9,24,0,0,0,1,0,10.8,0,-2,0,52,2,0,0,0,1,0,2,0,3,0.1,10324,0,336,0,0,1477,0,0,0,236,Swansea,,,,,0.2
Luke,McGee,GLK,TOT,3900000,0,0,0.0,0.0,0.0,0,3631,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4311,0,0,0,0,0,0,0,0,0,Hull City,,,,,0.0
Allan,McGregor,GLK,HUL,4400000,0,0,0.0,0.0,0.0,0,1069,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,448,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0
Callum,McManaman,MID,WBA,4300000,0,0,0.0,0.0,0.0,0,8969,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4326,0,27,0,0,0,0,0,0,0,Swansea,,,,,0.0
Patrick,McNair,DEF,SUN,4200000,0,12,0.108108108108108,2.57400257400257e-08,2.8571428571428602e-06,0,15668,0,9,0,0,0,0,0,2.9,0,-3,0,12,3,0,0,0,0,0,1,0,0,0.2,5004,1,28,0,0,353,0,0,0,58,Chelsea,,,,,0.1
Sam,McQueen,MID,SOU,4200000,0,23,0.207207207207207,4.933504933504929e-08,5.47619047619048e-06,0,8188,0,9,0,0,0,0,0,5.5,0,-3,0,23,3,0,0,0,0,0,1,0,1,0.1,10744,0,0,0,0,616,0,0,0,132,Stoke,,,,,0.1
Scott,McTominay,MID,MUN,4500000,2,3,0.027027027027027,6.006006006006011e-09,6.66666666666667e-07,0,48,1,0,0,0,0,0,0,0.7,0,0,0,3,0,0,0,0,0,0,1,0,0,0.0,868,0,0,0,0,97,0,0,0,16,Crystal Palace,,,,,0.0
Ben,Mee,DEF,BUR,4400000,0,94,2.8,6.36363636363636e-07,2.13636363636364e-05,0,182928,5,49,0,0,0,1,0,21.4,0,-1,0,94,1,0,0,0,6,0,9,0,2,2.2,239402,2,0,0,0,3015,0,0,0,592,West Ham,,,,,3.9
Nampalys,Mendy,MID,LEI,4400000,0,6,1.5,3.40909090909091e-07,1.36363636363636e-06,0,31624,1,5,0,0,0,0,0,1.4,0,-1,0,6,1,0,0,0,0,0,1,0,0,0.3,3697,0,0,0,0,269,0,0,0,26,Bournemouth,,,,,0.0
Per,Mertesacker,DEF,ARS,4800000,1,1,0.009009009009009009,1.8768768768768803e-09,2.0833333333333302e-07,0,5912,0,1,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,2141,0,265,0,0,38,0,0,0,5,Everton,,,,,0.0
David,Meyler,MID,HUL,4400000,0,33,0.297297297297297,6.75675675675676e-08,7.499999999999999e-06,0,19275,2,23,0,0,0,1,0,7.5,0,-1,0,33,1,0,0,0,0,0,2,0,0,0.2,15717,0,0,0,0,962,0,0,0,179,Tottenham,,,,,0.1
Matt,Miazga,DEF,CHE,4400000,0,0,0.0,0.0,0.0,0,3930,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,486,0,18,0,0,0,0,0,0,0,Sunderland,,,,,0.0
Simon,Mignolet,GLK,LIV,4800000,7,110,3.9,8.125e-07,2.29166666666667e-05,0,161420,0,30,0,52,0,0,0,22.9,0,-2,0,110,2,0,0,0,7,0,9,0,0,3.5,191996,0,340,2,1,2520,0,0,0,506,Middlesbrough,,,,,4.8
,Mika,GLK,SUN,4400000,0,0,0.0,0.0,0.0,0,348,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,374,0,0,0,0,0,0,0,0,0,Chelsea,,,,,0.0
John Obi,Mikel,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,5335,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1966,0,209,0,0,0,0,0,0,0,Sunderland,,,,,0.0
Luka,Milivojevic,MID,CRY,5000000,2,42,0.378378378378378,7.56756756756757e-08,8.400000000000001e-06,0,2397,4,16,0,0,0,2,0,8.4,0,0,0,42,0,0,0,0,3,0,5,0,0,0.1,4549,0,0,0,0,1224,0,0,0,169,Man Utd,,,,,0.2
James,Milner,MID,LIV,6300000,3,139,3.9,6.19047619047619e-07,2.2063492063492104e-05,0,610105,5,35,0,0,0,7,0,22.1,0,-2,0,139,2,0,1,0,16,0,12,0,4,4.8,720125,0,508,0,3,3154,0,0,0,682,Middlesbrough,,,,,4.7
Tyrone,Mings,DEF,BOU,4500000,0,4,0.03603603603603601,8.008008008008009e-09,8.888888888888891e-07,0,2242,0,16,0,0,0,0,0,0.9,0,0,0,4,0,0,0,0,2,0,0,0,0,0.0,1890,2,1,0,0,506,0,0,0,89,Leicester,,,,,0.0
Kevin,Mirallas,MID,EVE,5900000,2,119,3.4,5.76271186440678e-07,2.01694915254237e-05,0,354610,2,26,0,0,0,4,0,20.2,0,-6,0,119,6,0,0,0,8,0,11,0,8,2.2,374773,0,245,0,2,2074,0,0,0,420,Arsenal,,,,,1.7
Demetri,Mitchell,DEF,MUN,4000000,8,8,0.0720720720720721,1.8018018018018e-08,2e-06,0,25,0,0,0,0,0,0,0,2.0,0,0,0,8,0,0,0,0,2,0,1,0,0,0.0,471,0,0,0,1,90,0,0,0,35,Crystal Palace,,,,,0.0
Henrikh,Mkhitaryan,MID,MUN,8700000,0,73,0.6576576576576579,7.55928342135239e-08,8.39080459770115e-06,0,458737,1,8,0,0,0,4,0,8.4,0,-8,0,73,8,0,0,0,3,0,10,0,1,2.1,260173,0,0,0,1,1348,0,0,0,279,Crystal Palace,,,,,0.3
Nacho,Monreal,DEF,ARS,5900000,2,115,3.2,5.42372881355932e-07,1.94915254237288e-05,0,273214,5,43,0,0,0,0,0,19.5,0,-1,0,115,1,0,0,0,9,0,11,0,3,6.4,299355,0,511,0,1,3153,0,0,0,681,Everton,,,,,3.6
Jefferson,Montero,MID,SWA,5000000,0,18,1.4,2.8e-07,3.6000000000000003e-06,0,8638,0,9,0,0,0,0,0,3.6,0,-5,0,18,5,0,0,0,0,0,0,0,1,0.1,2452,0,202,0,0,380,0,0,0,76,West Brom,,,,,0.0
Elliott,Moore,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,12,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,134,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0
Alberto,Moreno,DEF,LIV,4400000,1,15,0.135135135135135,3.0712530712530694e-08,3.40909090909091e-06,0,150626,1,7,0,0,0,0,0,3.4,0,-6,0,15,6,0,0,0,1,0,0,0,1,1.4,18171,0,394,0,0,305,0,0,0,79,Middlesbrough,,,,,0.1
Wes,Morgan,DEF,LEI,4600000,0,63,2.3,5e-07,1.3695652173913e-05,0,876793,3,45,0,0,0,1,0,13.7,0,-4,0,63,4,0,0,0,0,0,5,0,1,10.3,309094,0,549,0,0,2430,0,0,0,360,Bournemouth,,,,,2.8
James,Morrison,MID,WBA,4300000,2,84,0.756756756756757,1.7598994343180398e-07,1.95348837209302e-05,0,121899,3,22,0,0,0,5,0,19.5,0,-7,0,84,7,0,0,0,4,0,4,0,2,1.1,160829,0,266,0,0,1741,0,0,0,328,Swansea,,,,,0.4
Victor,Moses,MID,CHE,5500000,2,105,3.1,5.63636363636364e-07,1.90909090909091e-05,0,286146,4,15,0,0,0,3,0,19.1,0,0,0,105,0,0,0,0,6,0,17,0,3,2.2,355251,0,127,0,1,2485,0,0,0,476,Sunderland,,,,,0.0
Lys,Mousset,FWD,BOU,5100000,5,14,0.126126126126126,2.47306129659071e-08,2.7450980392156897e-06,0,3721,0,4,0,0,0,0,0,2.7,0,-4,0,14,4,0,0,0,0,0,1,0,1,0.1,1984,1,0,0,0,270,0,0,0,22,Leicester,,,,,0.1
Marc,Muniesa,DEF,STK,4000000,1,34,0.306306306306306,7.65765765765766e-08,8.5e-06,0,51802,2,7,0,0,0,1,0,8.5,0,-5,0,34,5,0,0,0,3,0,3,0,0,0.8,73817,0,111,0,1,650,0,0,0,153,Southampton,,,,,0.2
Ahmed,Musa,FWD,LEI,6900000,0,39,0.351351351351351,5.09204857030944e-08,5.65217391304348e-06,0,417701,1,20,0,0,0,2,0,5.7,0,-6,0,39,6,0,0,0,5,0,1,0,0,3.0,79415,0,0,0,0,761,0,0,0,131,Bournemouth,,,,,0.2
Shkodran,Mustafi,DEF,ARS,5800000,0,90,3.5,6.03448275862069e-07,1.55172413793103e-05,0,149619,11,30,0,0,0,2,0,15.5,0,-2,0,90,2,0,0,0,8,0,8,0,2,1.4,174375,0,0,0,1,2274,0,0,0,513,Everton,,,,,4.1
Jordon,Mutch,MID,CRY,4200000,0,4,1.0,2.38095238095238e-07,9.52380952380952e-07,0,22000,0,1,0,0,0,0,0,1.0,0,-3,0,4,3,0,0,0,0,0,0,0,0,0.3,20321,0,54,0,0,53,0,0,0,17,Man Utd,,,,,0.0
Boaz,Myhill,GLK,WBA,4100000,0,0,0.0,0.0,0.0,0,37890,0,0,0,0,0,0,0,0.0,0,-4,0,0,4,0,0,0,0,0,0,0,0,0.4,3559,0,218,0,0,0,0,0,0,0,Swansea,,,,,0.0
Luciano,Narsingh,MID,SWA,5100000,4,25,0.225225225225225,4.41618088676912e-08,4.90196078431373e-06,0,3786,0,8,0,0,0,0,0,4.9,0,-4,0,25,4,0,0,0,0,0,1,0,3,0.0,4417,0,0,0,0,416,0,0,0,75,West Brom,,,,,0.1
Samir,Nasri,MID,MCI,6400000,0,1,1.0,1.5625e-07,1.5625e-07,0,13030,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1395,0,164,0,0,16,0,0,0,0,Watford,,,,,0.0
Kyle,Naughton,DEF,SWA,4400000,2,82,2.6,5.90909090909091e-07,1.86363636363636e-05,0,63284,5,48,0,0,0,1,0,18.6,0,-1,0,82,1,0,0,0,7,0,8,0,0,2.1,104537,1,239,0,1,2714,0,0,0,528,West Brom,,,,,3.1
Jesus,Navas,MID,MCI,6100000,1,48,0.432432432432432,7.08905626938414e-08,7.868852459016389e-06,0,42185,2,17,0,0,0,0,0,7.9,0,-4,0,48,4,0,0,0,6,0,2,0,3,0.6,19360,0,408,0,0,1064,0,0,0,245,Watford,,,,,0.2
Alfred,N'Diaye,MID,HUL,4100000,2,34,2.3,5.60975609756098e-07,8.29268292682927e-06,0,51063,7,30,0,0,0,1,0,8.3,0,-4,0,34,4,0,0,0,2,0,4,0,0,0.8,83308,0,0,0,0,1273,0,0,0,177,Tottenham,,,,,1.7
Wilfred,Ndidi,MID,LEI,4600000,2,59,0.531531531531532,1.15550332941637e-07,1.2826086956521699e-05,0,28982,0,28,0,0,0,2,0,12.8,0,-4,0,59,4,0,0,0,2,0,4,0,3,0.7,60743,0,0,0,1,1521,0,0,0,288,Bournemouth,,,,,0.3
Didier,Ndong,MID,SUN,4800000,0,67,2.2,4.58333333333333e-07,1.3958333333333301e-05,0,3733,5,48,0,0,0,1,0,14.0,0,-2,0,67,2,0,0,0,1,0,5,0,1,0.0,5171,0,0,0,0,2520,0,0,0,397,Chelsea,,,,,1.1
Alvaro,Negredo,FWD,MID,6100000,1,130,3.6,5.9016393442623e-07,2.13114754098361e-05,0,1906465,5,45,0,0,0,9,0,21.3,0,-4,0,130,4,0,0,0,17,0,10,0,5,10.9,1804609,0,0,0,4,2872,0,0,0,436,Liverpool,,,,,3.5
Julien,Ngoy,FWD,STK,4500000,0,5,0.0450450450450451,1.001001001001e-08,1.11111111111111e-06,0,5478,0,1,0,0,0,0,0,1.1,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,7063,0,0,0,0,49,0,0,0,16,Southampton,,,,,0.0
M'Baye,Niang,FWD,WAT,5800000,2,49,0.44144144144144104,7.61105933519727e-08,8.44827586206897e-06,0,55492,2,27,0,0,0,2,0,8.4,0,-2,0,49,2,0,0,0,6,0,3,0,2,0.4,71728,0,0,0,1,1246,0,0,0,183,Man City,,,,,0.2
Oumar,Niasse,FWD,HUL,5500000,5,44,0.396396396396396,7.20720720720721e-08,8e-06,0,44274,3,30,0,0,0,4,0,8.0,0,-5,0,44,5,0,0,0,3,0,2,0,1,0.4,56031,0,19,0,1,1096,0,0,1,125,Tottenham,,,,,0.2
Clinton,N'Jie,FWD,TOT,5900000,0,0,0.0,0.0,0.0,0,2021,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,521,0,38,0,0,0,0,0,0,0,Hull City,,,,,0.0
Georges-Kevin,Nkoudou,MID,TOT,6800000,0,8,0.0720720720720721,1.05988341282459e-08,1.17647058823529e-06,0,663,0,0,0,0,0,0,0,1.2,0,-2,0,8,2,0,0,0,0,0,0,0,0,0.0,646,0,0,0,0,54,0,0,0,25,Hull City,,,,,0.0
Mark,Noble,MID,WHU,6200000,0,71,2.4,3.8709677419354794e-07,1.1451612903225801e-05,0,132809,10,40,0,0,0,3,0,11.5,0,-3,0,71,3,0,1,0,5,0,8,0,0,1.2,22537,0,581,0,1,2389,0,0,0,389,Burnley,,,,,0.0
,Nolito,MID,MCI,8400000,0,54,0.48648648648648607,5.79150579150579e-08,6.42857142857143e-06,0,258323,3,7,0,0,0,4,0,6.4,0,-6,0,54,6,0,0,0,2,0,3,0,3,1.0,213655,0,0,0,1,777,0,0,1,170,Watford,,,,,0.2
Kristoffer,Nordfeldt,GLK,SWA,3900000,3,3,0.027027027027027,6.93000693000693e-09,7.69230769230769e-07,0,56296,0,1,0,4,0,0,0,0.8,0,-1,0,3,1,0,0,0,0,0,0,0,0,3.4,78812,0,10,0,0,90,0,0,0,12,West Brom,,,,,0.0
Havard,Nordtveit,MID,WHU,4700000,0,31,0.279279279279279,5.94211232509105e-08,6.595744680851059e-06,0,5249,2,20,0,0,0,0,0,6.6,0,-3,0,31,3,0,0,0,0,0,3,0,1,0.1,1633,0,0,0,0,957,0,0,0,160,Burnley,,,,,0.1
,Nsue,DEF,MID,4100000,0,10,2.5,6.09756097560976e-07,2.4390243902438998e-06,0,27388,0,5,0,0,0,0,0,2.4,0,-4,0,10,4,0,0,0,0,0,1,0,0,0.2,11301,0,0,0,0,320,0,0,0,49,Liverpool,,,,,0.0
David,Nugent,FWD,MID,4600000,0,4,1.0,2.1739130434782601e-07,8.695652173913041e-07,0,31594,0,0,0,0,0,0,0,0.9,0,-4,0,4,4,0,0,0,0,0,0,0,0,0.2,10034,0,0,0,0,43,0,0,0,11,Liverpool,,,,,0.0
Allan-Romeo,Nyom,DEF,WBA,4400000,1,74,2.3,5.22727272727273e-07,1.6818181818181798e-05,0,109663,8,39,0,0,0,0,0,16.8,0,-1,0,74,1,0,0,0,6,0,5,0,2,1.3,124417,0,275,0,1,2638,0,0,0,419,Swansea,,,,,1.6
Pedro,Obiang,MID,WHU,4300000,0,55,2.5,5.81395348837209e-07,1.27906976744186e-05,0,47110,7,32,0,0,0,1,0,12.8,0,-2,0,55,2,0,0,0,6,0,4,0,2,0.3,45243,0,163,0,1,1763,0,0,0,331,Burnley,,,,,0.0
Moses,Odubajo,DEF,HUL,4400000,0,0,0.0,0.0,0.0,0,471,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,419,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0
Angelo,Ogbonna,DEF,WHU,4700000,2,45,2.3,4.8936170212766e-07,9.57446808510638e-06,0,49835,2,31,0,0,0,0,0,9.6,0,-3,0,45,3,0,0,0,2,0,4,0,0,0.7,20365,0,284,0,0,1755,0,0,0,322,Burnley,,,,,1.3
Kieran,O'Hara,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0
Stefano,Okaka,FWD,WAT,5100000,2,43,0.387387387387387,7.59583112524289e-08,8.431372549019611e-06,0,25623,5,23,0,0,0,4,0,8.4,0,-4,0,43,4,0,0,0,3,0,2,0,0,0.1,29003,0,0,0,1,959,0,0,0,157,Man City,,,,,0.2
Eunan,O'Kane,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,11094,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1488,0,84,0,0,0,0,0,0,0,Leicester,,,,,0.0
Shinji,Okazaki,FWD,LEI,5600000,0,63,2.1,3.75e-07,1.125e-05,0,145564,1,26,0,0,0,3,0,11.3,0,-4,0,63,4,0,0,0,3,0,7,0,1,1.6,106927,0,320,0,0,1565,0,0,0,220,Bournemouth,,,,,2.1
Greg,Olley,MID,HUL,4300000,0,0,0.0,0.0,0.0,0,1746,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.0,2855,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0
Olufela,Olomola,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,351,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,480,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0
Jonas,Olsson,DEF,WBA,4200000,0,8,1.1,2.61904761904762e-07,1.9047619047619e-06,0,36703,3,13,0,0,0,0,0,1.9,0,-3,0,8,3,0,0,0,0,0,1,0,0,0.5,16716,0,261,0,0,590,0,0,0,60,Swansea,,,,,0.0
Martin,Olsson,DEF,SWA,4100000,2,52,0.468468468468469,1.1426060206547999e-07,1.2682926829268301e-05,0,42344,2,18,0,0,0,2,0,12.7,0,-4,0,52,4,0,0,0,3,0,4,0,0,0.8,77636,0,0,0,1,1252,0,0,0,234,West Brom,,,,,0.2
Aiden,O'Neill,MID,BUR,4300000,0,3,1.0,2.3255813953488398e-07,6.976744186046509e-07,0,1771,0,4,0,0,0,0,0,0.7,0,-2,0,3,2,0,0,0,0,0,0,0,0,0.0,1623,0,0,0,0,85,0,0,0,16,West Ham,,,,,0.0
Joshua,Onomah,MID,TOT,4200000,0,5,0.0450450450450451,1.07250107250107e-08,1.19047619047619e-06,0,4644,0,0,0,0,0,0,0,1.2,0,-3,0,5,3,0,0,0,0,0,0,0,0,0.1,4228,0,17,0,0,22,0,0,0,17,Hull City,,,,,0.0
Divock,Origi,FWD,LIV,6000000,1,96,2.8,4.66666666666667e-07,1.6e-05,0,881082,0,18,0,0,0,7,0,16.0,0,-10,0,96,10,0,0,0,8,0,7,0,4,5.5,862580,0,200,0,1,1469,0,0,0,297,Middlesbrough,,,,,3.0
,Oriol Romeu,MID,SOU,4400000,2,80,2.3,5.22727272727273e-07,1.81818181818182e-05,0,45249,11,42,0,0,0,1,0,18.2,0,-1,0,80,1,0,0,0,4,0,13,0,0,0.8,67943,0,239,0,0,3071,0,0,0,566,Stoke,,,,,2.0
,Oscar,MID,CHE,7100000,0,17,1.9,2.67605633802817e-07,2.3943661971831e-06,0,65676,1,6,0,0,0,0,0,2.4,0,-4,0,17,4,0,0,0,0,0,1,0,1,0.5,23235,0,321,0,0,455,0,0,0,104,Sunderland,,,,,0.0
John,O'Shea,DEF,SUN,4400000,0,47,1.7,3.8636363636363604e-07,1.06818181818182e-05,0,21686,5,42,0,0,0,0,0,10.7,0,-1,0,47,1,0,0,0,3,0,3,0,1,0.4,8601,0,193,0,0,2158,0,0,0,335,Chelsea,,,,,1.0
David,Ospina,GLK,ARS,4700000,0,2,0.018018018018018004,3.83362085489745e-09,4.25531914893617e-07,0,7905,0,4,0,4,0,0,0,0.4,0,-3,0,2,3,0,0,0,0,0,0,0,0,0.2,3433,0,56,0,0,143,0,0,0,18,Everton,,,,,0.0
Nicolas,Otamendi,DEF,MCI,5900000,6,100,3.3,5.59322033898305e-07,1.69491525423729e-05,0,133996,9,28,0,0,0,1,0,16.9,0,-1,0,100,1,0,0,0,10,0,9,0,2,3.2,106365,0,353,0,2,2592,0,0,0,640,Watford,,,,,2.6
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,819,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,515,0,0,0,0,0,0,0,0,0,Man City,,,,,0.0
Bryan,Oviedo,MID,SUN,4200000,2,29,0.26126126126126104,6.22050622050622e-08,6.9047619047619004e-06,0,14458,4,26,0,0,0,0,0,6.9,0,-3,0,29,3,0,0,0,0,0,3,0,0,0.1,12349,0,130,0,0,1323,0,0,0,223,Chelsea,,,,,0.1
Reece,Oxford,DEF,WHU,4200000,0,0,0.0,0.0,0.0,0,19991,0,0,0,0,0,0,0,0.0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,2706,0,28,0,0,0,0,0,0,0,Burnley,,,,,0.0
Mesut,Ozil,MID,ARS,9500000,5,167,5.1,5.368421052631579e-07,1.75789473684211e-05,0,629467,2,30,0,0,0,8,0,17.6,0,0,0,167,0,0,0,0,19,0,12,0,11,7.5,647540,0,783,0,3,2841,0,0,0,729,Everton,,,,,6.8
Alex,Palmer,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,2115,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2796,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0
Costel,Pantilimon,GLK,WAT,4200000,0,2,0.018018018018018004,4.2900042900042895e-09,4.76190476190476e-07,0,15563,0,4,0,6,0,0,0,0.5,0,-3,0,2,3,0,0,0,0,0,0,0,0,0.4,2854,0,146,0,0,83,0,0,0,20,Man City,,,,,0.0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,459237,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,14475,0,88,0,0,0,0,0,0,0,Man City,,,,,0.0
,Pau Lopez,GLK,TOT,4900000,0,0,0.0,0.0,0.0,0,628,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,644,0,0,0,0,0,0,0,0,0,Hull City,,,,,0.0
Dimitri,Payet,MID,WHU,9000000,0,81,4.5,5e-07,9e-06,0,978867,2,28,0,0,0,2,0,9.0,0,-5,0,81,5,0,0,0,10,0,4,0,8,6.2,248703,0,701,0,1,1513,0,0,0,347,Burnley,,,,,0.0
,Pedro,MID,CHE,6800000,10,162,1.45945945945946,2.1462639109697897e-07,2.38235294117647e-05,0,798858,6,15,0,0,0,9,0,23.8,0,-7,0,162,7,0,0,0,18,0,15,0,10,8.5,1120602,0,399,0,5,2140,0,0,0,580,Sunderland,,,,,1.2
Matthew,Pennington,DEF,EVE,3900000,0,9,0.0810810810810811,2.07900207900208e-08,2.3076923076923098e-06,0,31901,0,6,0,0,0,1,0,2.3,0,-1,0,9,1,0,0,0,0,0,0,0,0,0.9,51556,0,53,0,0,180,0,0,0,37,Arsenal,,,,,0.0
Andreas,Pereira,MID,MUN,4400000,0,0,0.0,0.0,0.0,0,2871,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,761,0,12,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0
Dion,Pereira,MID,WAT,4500000,1,2,0.018018018018018004,4.004004004004e-09,4.44444444444444e-07,0,85,0,1,0,0,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,153,0,0,0,0,25,0,0,0,6,Man City,,,,,0.0
